Id,Deck,Name,Text,Version
40333,強壯的瑪格，瑪格•瑪茲•屯多•鐸爾•威格,巨石投擲,"**當友方巨人單位執行行動時，執行行動前：**
 
該單位可以將該次行動替換成下述遠程攻擊： 

[ATTACK:LongRanged:巨石投擲:3+1]

若該次攻擊造成任意命中，
防守者不能投擲防禦骰，
而是承受D3點傷害，
並依據剩餘排數承受+1點傷害。",2021
40334,強壯的瑪格，瑪格•瑪茲•屯多•鐸爾•威格,橫行無阻,"**當友方單位高歌猛進時：**

該單位可以改為執行1次衝鋒或行軍行動。",S04
40335,強壯的瑪格，瑪格•瑪茲•屯多•鐸爾•威格,閃電攻勢,"**友方生物單位啟動時：**

該單位承受**脆弱**。

直至該輪次結束，
該單位獲得＋２[MOVEMENT]，
且可以重擲任意衝鋒距離骰。",2021
40336,大海象，冰封海岸首領,持久作戰,"**友方輪次開始時：**

標記１個友方戰鬥單位並將此卡附屬至該單位直至遊戲結束。

附屬期間，該單位的近戰攻擊依據遊戲當前回合獲得下
述效果*（效果可以累加）*：

**3+:** 可以重擲任意未命中骰

**4+:** **破甲**

**5+:** **致命一擊**

**6+:** 攻擊骰數量＋２",2021
40337,大海象，冰封海岸首領,冰封海岸的韌性,"**當敵方單位執行攻擊時，
防禦骰投擲後：**

標記防禦者。
他們可以重擲任意防禦骰。

若防守者是冰封海岸的單位，
還可以重擲此次恐慌檢測的任意骰子。",2021
40338,大海象，冰封海岸首領,海象猛勁,"**當友方單位執行近戰攻擊，
攻擊骰投擲前：**
 
若該單位是冰封海岸的單位，
該次攻擊獲得命中結果＋１。

若在輪次開始時已經與防禦者交戰，
還可以用最高骰數進行攻擊。",2021
40339,六形人瓦拉米爾，易形者大師,呼喚同伴,"**敵方輪次開始時：**

選擇影子山貓或狼群。
若該單位已在戰場上，
你可以從戰場上移除該單位。

接著，若該單位不在戰場*（因為
此效果或已被殲滅）*，在戰場側
翼邊緣的短距離範圍內重新部署
該單位。若該單位在此回合中已
經啟動過，該單位視作已啟動。",2021
40340,六形人瓦拉米爾，易形者大師,締結守護,"**在友方瓦拉米爾、影子山
貓，或狼群被攻擊後：**

選擇另１個友方瓦拉米爾、
影子山貓或狼群單位。

該單位執行１次攻擊、
衝鋒或佈陣行動。
若執行攻擊或衝鋒，
必須以攻擊者為目標。",2021
40341,六形人瓦拉米爾，易形者大師,締結指令,"**在友方瓦拉米爾、影子山
貓或狼群單位啟動時：**

該單位本輪次中無法執行行
動。作為替代，選擇該單位遠
距離範圍內的另１個友方瓦拉米
爾、影子山貓或狼群單位。
該單位執行１次行動。",2021
40401,中立核心卡組,規劃與洞察,"**當單位執行近戰攻擊，
攻擊骰投擲前：**

選擇１項：

•此次攻擊造成＋１點命中。

•防禦骰投擲後，防守者格擋＋１點命中。

若你控制[LETTER]，或攻擊者／防守者是你的指揮官，
則造成額外＋１點命中／格擋。",2021
40402,中立核心卡組,適應方法,"**任意輪次開始時：**

標記1個敵方戰鬥單位。

他們獲得1枚狀態標記。

接著，你可以將任１個單位的１枚狀態標記換成另一種狀態標記。

若你控制[LETTER]，你還可以把１個狀態標記從１個單位移至另一個單位。",2021-S03
40403,中立核心卡組,發號施令,"**當你的指揮官單位啟動時：**
 
該單位此輪次不能執行行動。
標記長距離內的另１個友方單位。
該單位執行１次攻擊或衝鋒行動。/

**任意輪次開始時：**

標記1個友方戰鬥單位。
從該單位上移除１枚號令標記。
該單位可以於此回合中再次使用該號令。",2021
40404,中立核心卡組,風險報酬,"**當友方單位執行士氣檢測，擲骰後：**

該單位可以重擲此次檢測的任意骰子。

若該單位在你的指揮官短距離範圍內，視作直接通過該次檢測。

若成功，回復2點傷害。",2021-S03
40405,中立核心卡組,精心策畫,"**回合結束時:**

從戰術卡組中挑選１張**指揮官**戰術卡加入手牌。洗勻你的戰術卡組。/

**任意輪次開始時，
若你控制[LETTER]：**

從戰術卡組中挑選１張**指揮官**戰術卡加入手牌，洗勻你的戰術卡組。",2021
40406,中立核心卡組,驚奇戰術,"**友方輪次開始時：**

將此卡和另１張戰術卡棄置，
並從你的棄牌堆拿回１張卡加入你的手牌。

若你控制[LETTER]，
你僅需要棄置此卡。",2021
40407,中立核心卡組,戰利品,"**友方輪次開始時：**

將此卡附屬到１個友方騎兵或步兵單位直至此局遊戲結束。

附屬期間，每當該單位短距離範圍內有敵方單位被殲滅時，放置１枚號令標記到此卡上。此單位的近戰攻擊依據此卡上的號令標記數量獲得下述效果：*（效果可以累加）*：

**１＋：**可以用最高骰數攻擊，且攻擊骰投擲前，防守者承受**脆弱**。

**２：**該單位命中結果＋１。",2021-S03
40408,拉姆斯•雪諾，波頓家的私生子,吾刃尚鋒,"**當友方單位執行近戰攻擊，
攻擊骰投擲前：**

若防守者處於**恐慌**，
則此次攻擊獲得**精準**。

若防守者處於**恐慌**，
同時攻擊者是波頓家族單位，
此次攻擊還可以重擲任意
攻擊骰。",2021
40409,拉姆斯•雪諾，波頓家的私生子,殘忍手段,"**任意輪次開始時：**

標記１個敵方戰鬥單位。
你可以從該單位上消耗１枚恐慌標記。
若你如此做，選擇２項：

•１個長距離內的波頓家族單位
回復２點傷害。
*（此項可以累加使用）*

•該敵方單位承受**脆弱**。

•該敵方單位承受**力竭**。",2021
40410,拉姆斯•雪諾，波頓家的私生子,殘虐遊戲,"**任意敵方輪次開始時：**

你的對手選擇１項：
*（你的對手選完後由你選擇目標對象）*

•標記至多２個敵方戰鬥單位。
他們承受**恐慌**。

•標記１個敵方單位。
該單位承受２點命中，
並依據所有與之接戰的波頓家族單位剩餘排數獲得額外＋１點命中。",2021
40411,盧斯•波頓，水蛭大人,被剝皮的人沒有祕密,"**當單位被作為能力或戰術卡
的目標時：**

你可以消耗該單位長距離範圍內的１個敵方單位的１枚狀態標記。

若你如此做，
取消該能力或戰術卡效果。",2021
40412,盧斯•波頓，水蛭大人,恐懼使人生存,"**當敵方恐慌檢測失敗時：**

標記該單位長距離範圍內任意數量的波頓家族單位。

依據該單位恐慌檢測失敗造成的傷害，
回復其他單位等量的傷害*（總共）*。",2021
40413,盧斯•波頓，水蛭大人,耳語威脅,"**當敵方ＮＵＣ啟動時：**

若該ＮＣＵ有在此輪次有宣告戰術區域，
在結算完戰術區域效果後，
標記１個敵方戰鬥單位。
該單位承受**脆弱**。

接著標記１個敵方戰鬥單位，
該單位承受**恐慌**。",2021
40414,瓦格•霍特，赫倫堡的山羊,殘廢者的罵名,"**當敵方單位執行恐慌檢測，
擲骰前:**

若該敵方單位恐慌檢測失敗，
你可以從該單位消耗１枚**力竭**標記。
若你如此做，他們承受＋２點傷害。

若該單位與血戲班單位接戰，
則該次恐慌檢測承受擲骰結果－２。",2021
40415,瓦格•霍特，赫倫堡的山羊,輕率侵略,"**任意回合開始時：**

標記１個友方戰鬥單位。
該單位執行１次攻擊行動。

該次攻擊完成後，
你的對手可以啟動１個ＮＣＵ。",2021
40416,瓦格•霍特，赫倫堡的山羊,弱點打擊,"**當友方單位執行攻擊，攻擊骰投擲前：**

防守者承受**脆弱**。

若防守者有**力竭**狀態標記，攻擊者還可以重擲任意攻擊骰。",2021-S03
40417,達里奧•納哈里斯，暴鴉團團長,傭兵的談判,"**當友方ＮＣＵ宣告戰術區域時：**

將戰術區域效果替換成：

*直至此回合結束，你視作控制 [MONEY]。１個友方戰鬥單位恢復２點傷害。*

*若目標是暴鴉團的單位，*
*依據該單位已被殲滅的排數，*
*恢復額外＋１點傷害。*",2021
40418,達里奧•納哈里斯，暴鴉團團長,傭兵的虛張聲勢,"**任意友方輪次開始時：**

標記１個友方戰鬥單位。
該單位執行１次士氣檢測。

若該單位是暴鴉團的單位，
則獲得該次檢測結果＋２。

若成功，
標記長距離內的１個敵方單位。
該單位承受**恐慌**與**力竭**。",2021
40419,達里奧•納哈里斯，暴鴉團團長,魯莽打擊,"**當友方單位執行近戰攻擊，**
**攻擊骰投擲前：**

此單位的近戰攻擊獲得**致命一擊**和**精準**。
依據每顆攻擊骰出現1的結果，則此單位承受1點傷害。

若此目標為暴鴉團的單位，
此次攻擊可以用最高骰數投擲。",2021
40420,喬金，暴鴉團團長,戰火兄弟,"**友方輪次開始時:**

將此卡附屬到1個友方暴鴉團單位直至此局遊戲結束或他們恐慌檢測失敗。

附屬期間，每當此單位攻擊，依據短距離範圍內的其他友方單位獲得+1攻擊骰。

若他們在喬金的短距離範圍內，還會額外獲得+1攻擊骰。",2021
40421,喬金，暴鴉團團長,牽制戰術,"**當敵方單位完成近戰攻擊後:**

標記防守者長距離範圍內的另一個
友方單位。

該單位執行１次佈陣行動。",2021
40422,喬金，暴鴉團團長,堅定的傭兵,"**當友方單位執行恐慌檢測，恐慌擲骰前:**

該單位獲得此次投擲結果+2。

若他們在喬金的短距離範圍內，則是自動通過此次檢測。",2021
40501,守夜人核心卡組,黑暗中的利劍,"**當友方單位執行近戰攻擊，攻擊骰投擲前:**

若防守者此回合尚未啟動，他們承受**驚慌**和**脆弱**。/

**當友方守夜人單位啟動時:**

將此卡附屬至該單位直至他們恐慌檢測失敗。
附屬期間，此單位的近戰攻擊視作+1排。",S04
40502,守夜人核心卡組,抵禦寒冬的烈焰,"**當友方單位執行士氣檢測，檢測骰投擲後:**

該單位可以重擲此次檢測的任意骰子。/

**當友方守夜人單位啟動時:**

將此卡附屬至該單位直至他們恐慌檢測失敗。
附屬期間，每當此單位獲得狀態標記，他們可以改為承受1點傷害，並移除該狀態標記。",S04
40503,守夜人核心卡組,守護王國的堅盾,"**當敵方單位執行近戰攻擊，防禦骰投擲後:**

標記防守者，他們可以重擲任意防禦骰。/

**當友方守夜人單位啟動時:**

將此卡附屬至該單位直至他們恐慌檢測失敗。
附屬期間，每當此單位受到攻擊，防禦骰投擲後，此單位格擋+1點命中。",S04
40504,守夜人核心卡組,長城上的守護者,"**當友方單位被攻擊後:**

標記防守者以外的另1個友方戰鬥單位。該單位可以轉向，並位移2吋。/

**當友方守夜人單位啟動時:**

將此卡附屬至該單位直至他們恐慌檢測失敗。
附屬期間，該單位獲得+1[MOVEMENT]，且可以重擲任意衝鋒距離骰。",S04
40505,守夜人核心卡組,黎明的曙光,"**當友方單位執行近戰攻擊，攻擊骰投擲前:**

此次攻擊可以重擲任意未命中。/

**當友方守夜人單位啟動時:**

將此卡附屬至該單位直至他們恐慌檢測失敗。
附屬期間，此單位獲得士氣檢測結果+1。",S04
40506,守夜人核心卡組,領受黑衣,"**當友方單位完成近戰攻擊時:**

若防守者承受任意點傷害，攻擊者回復1點傷害，並依據此次攻擊的殲滅排數回復+1點傷害。

若有步兵附屬被殲滅，你還可以把他加入攻擊的單位中，將該單位的模型替換掉，但忽略常規的附屬限制。",S04
40507,守夜人核心卡組,他的守望自此結束,"**當友方單位被近戰攻擊殲滅時:**

標記攻擊者。他們承受**脆弱**。
接著標記任意長距離範圍內的友方單位，他們回復2點傷害。

**當友方守夜人單位啟動時:**

將此卡附屬至該單位直至他們恐慌檢測失敗。
附屬期間，每當此單位通過士氣檢測，他們回復1點傷害。",S04
40508,傑奧•莫爾蒙，第997任守夜人總司令,我的守望從今開始,"**當友方守夜人戰鬥單位啟動時:**

該單位執行１次士氣檢測。若成功，選擇1項:

•從你的戰術卡堆中搜尋１張戰術卡加入你的手中，接著棄置１張卡。洗勻你的戰術卡堆。

•從你的戰術卡堆或棄牌堆中搜尋任意１張可以附屬到此單位的戰術卡並附屬到此單位。洗勻你的戰術卡堆。",2021
40509,傑奧•莫爾蒙，第997任守夜人總司令,盡忠職守，生死於斯,"**當友方單位通過士氣檢測時:**

所有與該單位接戰的敵方單位承受**脆弱**。

若標記的是守夜人單位，在此次攻擊結束後，將此卡附屬至該單位直至此局遊戲結束。

附屬期間，此單位不會因為恐慌檢測失敗而失去最後的傷害 *(其僅會剩餘１點傷害)*。",2021
40510,傑奧•莫爾蒙，第997任守夜人總司令,長夜將至,"**當友方守夜人戰鬥單位啟動時:**

將此卡附屬至該單位直至他們恐慌檢測失敗。
附屬期間，每當敵方單位對此單位執行近戰攻擊，攻擊骰投擲前，攻擊者承受１點命中，並依據此單位剩餘排數承受+１點命中。",S04
40511,瓊恩•雪諾，第998任守夜人總司令,至死方休!,"**當友方戰鬥單位將要因為
近戰攻擊被殲滅時：**

移除前，該單位可以最用低骰數
對攻擊者進行１次近戰攻擊。
若標記的是瓊恩•雪諾的單位，
其獲得＋２攻擊骰。

若這次攻擊成功殲滅防守者，
你的友方單位就不會被殲滅，
而是剩餘１點傷害留在場上。",2021
40512,瓊恩•雪諾，第998任守夜人總司令,弟兄們，團結一心!,"**任意輪次開始時：**

標記１個友方戰鬥單位。
從長距離內的另一友方戰鬥單位
移除至多４個模型 *(總共)*。
回復此單位同等數量的傷害。

若標記的是瓊恩•雪諾的單位，
其可以回復＋２點傷害*（不用額外移除模型）*。",2021
40513,瓊恩•雪諾，第998任守夜人總司令,為守望而戰!,"**當友方單位執行衝鋒行動，衝鋒距離骰投擲前：**

該單位此輪次可以重擲任意衝鋒距離骰。/

**當友方守夜人單位啟動時:**

將此卡附屬至該單位直至他們恐慌檢測失敗。
附屬期間，每當該單位作為[HORSE]的目標對象時，你可以將該戰術區域效果替換成：*此單位執行１次衝鋒行動。*",S04
40514,艾里沙•索恩，軍隊教頭,徒勞無功,"**當友方單位被近戰攻擊並通過恐慌檢測後:**

標記該攻擊者。他們依據友方單位每個剩餘排數承受２點傷害。

若防守者是艾里沙的單位，攻擊者還會承受**力竭**。",2021
40515,艾里沙•索恩，軍隊教頭,發現破綻,"**當敵方單位完成行動後：**

該敵方單位承受**脆弱**和**恐慌**。

將此卡附屬到該敵方單位上，
直至此回合結束。

附屬期間，
當艾里沙•索恩的單位攻擊該敵方單位時，
該敵方單位失去所有能力，
同時不能作為友方的戰術卡的標記對象。",2021
40516,艾里沙•索恩，軍隊教頭,失敗的代價,"**當友方單位執行近戰攻擊時，攻擊骰投擲前:**

此次攻擊的所有攻擊骰投擲結果皆視為命中。

此次攻擊結束後，若防守者沒有被殲滅，攻擊者承受**恐慌**和**脆弱**。",2021-S03
40517,唐納•諾伊，黑城堡的防禦者,防禦陣勢,"**任意輪次開始時:**

將此卡附屬至友方戰鬥單位直至下一次該單位的啟動時機。

附屬期間，此單位不能執行攻擊或衝鋒行動，但獲得防禦骰投擲結果＋１，且攻擊者對抗此單位時不會獲得衝鋒、側翼，或是背後加成。",2021
40518,唐納•諾伊，黑城堡的防禦者,拒絕屈服,"**當友方單位通過恐慌檢測時:**

所有與該單位接戰的敵方單位承受**脆弱**。
將此卡附屬至該單位直至其恐慌檢測失敗。

附屬期間，每當此單位通過恐慌檢測，所有與該單位接戰的的方單位承受**脆弱**。
若此卡附屬的是唐納•諾伊的單位，他們獲得恐慌檢測投擲結果＋１。",2021
40519,唐納•諾伊，黑城堡的防禦者,猛烈回擊,"**當敵方單位完成近戰攻擊後：**

若防守者沒有被殲滅，則攻擊者依據防守者已被殲滅的排數承受２點傷害。

若防守者是唐納•諾伊的單位，
攻擊者還會承受**恐慌**。",2021
40520,奧泰爾•亞維克，首席工匠,拋光打磨,"**當友方單位執行攻擊，
攻擊骰投擲前:**

此次攻擊獲得命中結果＋１。

若攻擊者是工匠單位，此次攻擊可以投擲＋１攻擊骰。",2021-S01
40521,奧泰爾•亞維克，首席工匠,快速建造,"**回合開始時:**

放置１個具有**可破壞的**、**強化**，以及**阻礙**關鍵字的矮牆地形板塊在一個友方單位的１吋範圍內。此地形板塊不能夠覆蓋在單位或是其他地形板塊上。",2021
40522,奧泰爾•亞維克，首席工匠,鋸齒強化,"**當友方單位執行攻擊，
攻擊骰投擲前:**

此次攻擊獲得**兇狠**。

若攻擊者是工匠單位，敵方單位因此次攻擊造成的恐慌檢測失敗時，承受**力竭**。",2021-S01
40523,班揚•史塔克，首席遊騎兵,打帶跑,"**當友方單位完成近戰攻擊後：**

該單位執行１次撤退行動。

若標記對象是遊騎兵單位，與他們脫離交戰的敵方單位承受**力竭**。",2021
40524,班揚•史塔克，首席遊騎兵,埋伏以待,"**當敵方戰鬥單位啟動時:**

標記該敵方單位長距離範圍且視野內的１個未啟動的友方單位。

他們對該敵方單位執行1次遠距攻擊。

若標記的是遊騎兵單位，他們可以重擲任意未命中骰。",2021-S03
40525,班揚•史塔克，首席遊騎兵,獵人的洞察力,"**友方輪次開始時：**

標記友方遊騎兵單位長距離範圍內的１個敵方單位，並選擇1項:

•該敵方單位長距離範圍內的１個友方單位執行一次３吋位移。

•當目標是該敵方單位時，友方單位此輪次可以重擲攻擊骰和衝鋒距離骰。

•該敵方單位此輪次不能使用號令或成為友方戰術卡的目標對象。",2021
40526,班揚•史塔克，長城外的,獵人的洞察力,"**友方輪次開始時：**

標記友方遊騎兵單位長距離範圍內的１個敵方單位，並選擇1項:

•該敵方單位長距離範圍內的１個友方單位執行一次３吋位移。

•當目標是該敵方單位時，友方單位此輪次可以重擲攻擊骰和衝鋒距離骰。

•該敵方單位此輪次不能使用號令或成為友方戰術卡的目標對象。",2021
40527,班揚•史塔克，長城外的,重整軍勢,"**當未交戰的友方騎兵單位啟動時：**

此輪次１次，若該單位將執行佈陣行動，
可以將該次行動改為恢復３點傷害，
並且移除１枚狀態標記，
而不是執行佈陣行動。",2021
40528,班揚•史塔克，長城外的,騎乘攻擊,"**當友方騎兵單位啟動並選擇行動時，在行動結算前：**

作為此次行動，
該單位可以轉向並執行１次行軍行動，接戰狀態下亦可。
此次行軍中可以穿越敵方單位。
脫離交戰的敵方單位不能執行轉向。

完成此次行軍後，
１個被穿越的敵方單位承受１點傷害，
並依據該敵方單位剩餘排數造成＋１點傷害。",2021
40529,卡特•派克，東海望司令官,強襲號令,"**當友方ＮＣＵ宣告戰術區域時：**

將該戰術區域效果替換成：

*１個友方戰鬥單位執行１次近戰攻擊行動。*

*若目標對象是卡特•派克的單位，該戰鬥單位可以改為執行１次衝鋒行動。*",2021
40530,卡特•派克，東海望司令官,派克侵略,"**當友方單位完成近戰攻擊後：**

該單位用最低骰數執行１次近戰攻擊。此次攻擊並不會觸發恐慌檢測。

此次攻擊完成後，攻擊者依據此次攻擊擲出的命中次數承受１點命中。",2021-S03
40531,卡特•派克，東海望司令官,魯莽打擊,"**當友方單位執行近戰攻擊，
攻擊骰投擲前：**

此單位的近戰攻擊獲得**致命一擊**和**精準**。
依據每顆攻擊骰出現１的結果，則此單位承受１點傷害。

若此目標為卡特•派克的單位，
此次攻擊可以用最高骰數投擲。",2021
40532,丹尼斯•梅利斯特爵士，影子塔司令官,適應方法,"**任意輪次開始時：**

標記1個敵方戰鬥單位。

他們獲得1枚狀態標記。

接著，你可以將任１個單位的１枚狀態標記換成另一種狀態標記。

若你控制[LETTER]，你還可以把１個狀態標記從１個單位移至另一個單位。",2021-S03
40533,丹尼斯•梅利斯特爵士，影子塔司令官,卓越戰技,"**當敵方單位作為能力或戰術卡目標對象時：**

你可以從該敵方單位消費１枚狀態標記。
若你如此做，取消該能力或是戰術卡的效果。/

**友方輪次開始時：**

標記１個處於交戰狀態的友方戰鬥單位。
移除該單位的１枚狀態標記。",2021
40534,丹尼斯•梅利斯特爵士，影子塔司令官,責任的淬鍊,"**當友方守夜人單位啟動時:**

將此卡附屬至該單位直至他們恐慌檢測失敗。
附屬期間，每當此單位啟動，１個長距離且視線範圍內的敵方單位。他們承受１枚狀態標記。",S04
40601,拜拉席恩核心卡組,拜拉席恩正義,"**當敵方單位完成攻擊後：**

該攻擊者承受1枚狀態標記。
若你控制 [CROWN] 或 [LETTER] ，他們承受+1枚狀態標記。",S04
40602,拜拉席恩核心卡組,雄鹿機敏,"**當友方單位獲得狀態標記時：**

移除該狀態標記。
你可以標記１個與之接戰的敵方單位，
該單位承受１個相同類型的狀態標記。

若你控制 [LETTER]，
標記長距離範圍內的另１個敵方單位。
該單位承受１個相同類型的狀態標記。",2021
40603,拜拉席恩核心卡組,怒火燎原!,"**當友方單位執行近戰攻擊，
攻擊骰投擲前：**

選擇１項。
依據你控制的 [CROWN] 或 [LETTER] ，再＋１項：

•此次攻擊獲得命中結果＋１。
•此次攻擊獲得**破甲**。
•此次攻擊獲得**兇狠**。",2021
40604,拜拉席恩核心卡組,持續攻擊,"**當友方單位執行近戰攻擊，攻擊骰投擲前：**

若此單位在此輪次開始時與防守者交戰，此單位可以用最高骰數攻擊，且可以重擲任意攻擊骰。",S04
40605,拜拉席恩核心卡組,拜拉席恩信念,"**當友方單位通過士氣檢測時：**

該單位回復２點傷害。

若你控制 [CROWN] ，所有與之接戰的敵方單位承受１次恐慌檢測。

若你控制 [LETTER] ，所有與之接戰的敵方單位獲得１枚狀態標記。",2021-S01
40606,拜拉席恩核心卡組,最後一擊,"**當敵方單位完成近戰攻擊時：**

防守者每承受１點傷害，
攻擊者承受１點命中。

若你控制 [CROWN] ，
該敵方單位在對抗此次命中時承受防禦骰投擲結果－１。",2021-S01
40607,拜拉席恩核心卡組,責任誓言,"**任意輪次開始時：**

標記１個友方戰鬥單位，並將此卡附屬之，直此局遊戲結束。
每當友方步兵或騎兵單位被殲滅時，放置１個號令標記在此卡上。

當此卡擁有號令標記時，每當此單位執行近戰攻擊時，攻擊骰投擲前，防守者承受１枚狀態標記，同時若你控制 [CROWN] ，此單位還可以重擲任意攻擊骰。",S04
40608,藍禮•拜拉席恩，風暴地的至高領主,令人費解的返還,"**當友方ＮＣＵ宣告戰術區域，
將該戰術區域效果替換成：**

選擇１項：

*•將１個友方的附屬移至
長距離範圍內另一個沒有附屬的友方單位。*

*•將１個已被殲滅的友方附屬
重新附屬到一個沒有附屬的友方單位(依照常規替換１個模型)。*",2021
40609,藍禮•拜拉席恩，風暴地的至高領主,隱藏的關係,"**沒有包括藍禮•拜拉席恩附屬的友方單位被攻擊後：**

藍禮的單位對攻擊者執行１次
攻擊或衝鋒行動。

此次攻擊可以用最高骰數進行攻擊。/

**任意友方輪次開始時:**

抽取１張戰術卡。",2021
40610,藍禮•拜拉席恩，風暴地的至高領主,在兄弟們的陰影下,"**當敵方指揮官單位啟動時：**

選擇１項：

•若該敵方單位在藍禮單位的長距離範圍內時，
該指揮官失去所有能力直至此回合結束。

•藍禮的單位執行１次佈陣或是撤退行動。 /

**任意輪次開始時：**

若敵方指揮官已被殲滅，
藍禮•拜拉席恩的單位回復２點傷害。",2021
40611,洛拉斯•提利爾，百花騎士,平民的愛戴,"**當敵方單位執行近戰攻擊，
攻擊骰投擲前：**

該敵方單位執行１次士氣檢測。
若失敗，則他們承受**脆弱**與**力竭**。

若他們在洛拉斯•提利爾單位的短距離範圍內，
還要承受檢測擲骰結果－２。",2021
40612,洛拉斯•提利爾，百花騎士,生長茁壯,"**任意敵方輪次開始時：**

標記１個友方單位。
該單位執行１次士氣檢測。
若該單位與多於己方排數的敵方單位接戰時，則作為直接通過該次檢測。

若成功，
將此卡附屬在該友方單位上，
直至此局遊戲結束。

附屬期間，每當該單位被攻擊，
結算該攻擊前，攻擊者承受１點命中，並依據防守者剩餘排數＋１點命中。",2021
40613,洛拉斯•提利爾，百花騎士,生生不息,"**當友方單位啟動時：**

所有與之交戰且剩餘排數相同或更多的敵方單位成承受**脆弱**。

接著，該單位回復1點傷害。依據其已被殲滅排數回復＋１點傷害。",2021-S03
40614,埃爾頓•伊斯蒙，綠石堡伯爵,鉅額贖金,"**當友方附屬被殲滅時：**

將此卡附屬到該單位短距離範圍內
的１個敵方單位上直至此局遊戲結束。
當該單位被殲滅時，你獲得１點勝利分數。/

**當敵方附屬被殲滅時：**

將此卡附屬到該單位短距離範圍內
的１個友方單位上直至此局遊戲結束。
附屬期間，
該單位的近戰攻擊獲得＋１攻擊骰，且獲得士氣檢測擲骰結果＋１。",2021
40615,埃爾頓•伊斯蒙，綠石堡伯爵,武力優勢,"**當敵方單位執行近戰攻擊，攻擊骰投擲前：**

攻擊者依據每個攻擊未命中承受1點命中。

若防守者是埃爾頓的單位，該次攻擊還會承受命中結果-1。",2021-S03
40616,埃爾頓•伊斯蒙，綠石堡伯爵,持久作戰,"**友方輪次開始時：**

標記１個友方戰鬥單位並將此卡附屬至該單位直至遊戲結束。

附屬期間，該單位的近戰攻擊依據遊戲當前回合獲得下
述效果*（效果可以累加）*：

**3+:** 可以重擲任意未命中骰

**4+:** **破甲**

**5+:** **致命一擊**

**6+:** 攻擊骰數量＋２",2021
40617,科塔奈•龐洛斯，風息堡城主,發號施令,"**當你的指揮官單位啟動時：**
 
該單位此輪次不能執行行動。
標記長距離範圍內的另１個友方單位。
該單位執行１次攻擊或衝鋒行動。/

**任意輪次開始時：**

標記1個友方戰鬥單位。
從該單位上移除１枚號令標記。
該單位可以於此回合中再次使用該號令。",2021
40618,科塔奈•龐洛斯，風息堡城主,驚奇戰術,"**友方輪次開始時：**

將此卡和另１張戰術卡棄置，
並從你的棄牌堆拿回１張卡加入你的手牌。

若你控制 [LETTER] ，
你僅需要棄置此卡。",2021
40619,科塔奈•龐洛斯，風息堡城主,戰術反擊,"**當對手使用戰術卡時，結算該戰術卡前:**

投擲１Ｄ６骰，若為３＋，則取消該戰術卡。

若你控制[CROWN]或[LETTER]，擲出2＋，即可取消該戰術卡。

若你控制2者，視作直接成功取消。",2021-S03
40620,藍禮•拜拉席恩，有魅力的繼承人,財富與魅力,"**當友方ＮＣＵ宣告戰術區域時：**

將該戰術區域效果替換成:
*選擇１項：*

*•任意數量的友方戰鬥單位回復３點傷害(總共)。*

*•移除所有友方戰鬥單位身上的所有狀態標記。
依據每個移除的狀態標記，對接戰的敵方單位造成１點傷害。*",2021
40621,藍禮•拜拉席恩，有魅力的繼承人,更年輕、更有膽識、更有英氣,"**當友方單位通過士氣檢測時：**

將此卡附屬在該單位上，直至藍禮‧拜拉席恩的單位被殲滅。

附屬期間，同時此單位位於藍禮的單位長距離範圍內，此單位的近戰攻擊獲得＋１攻擊骰，且每當啟動時回復1點傷害。 /
**友方輪次開始時：**

抽取１張戰術卡。",2021-S03
40622,藍禮•拜拉席恩，有魅力的繼承人,眾人令我成王!,"**友方輪次開始時：**

選擇１項：

•抽取１張戰術卡。

•標記藍禮‧拜拉席恩單位短距離範圍內的所有友方單位，他們回復１點傷害。

•標記藍禮‧拜拉席恩單位短距離範圍內的所有敵方單位，他們承受１點傷害。",2021
40623,史塔尼斯•拜拉席恩，正統繼承人,唯一真王的意志,"**當友方ＮＣＵ宣告 [CROWN] 時：**

將該戰術區域效果替換成:

•１個敵方戰鬥單位承受**恐慌**。

•１個敵方戰鬥單位承受**脆弱**。

•１個敵方戰鬥單位承受**力竭**。",2021
40624,史塔尼斯•拜拉席恩，正統繼承人,嚴酷的條件,"**任意輪次開始時：**

標記１個敵方單位。

移除該單位任意數量的狀態標記。
依據每個移除的狀態標記，
該敵方單位失去１項能力，
直至該回合結束。",2021
40625,史塔尼斯•拜拉席恩，正統繼承人,戰略要訣,"**回合開始時：**

標記１友方戰鬥單位，
並將此卡附屬至該單位，直至此局遊戲結束。

此卡附屬期間，
每當此單位執行近戰攻擊，
攻擊骰投擲前，你可以從防守者身上消耗１枚狀態標記。
若你如此做，該次攻擊造成＋Ｄ３點傷害。

若目標對象是史坦尼斯的單位，
不用擲骰，而是造成３點傷害。",2021
40626,史坦尼斯•拜拉席恩，唯一的真王,以拉赫洛之名,"**當友方單位執行近戰攻擊，攻擊骰投擲前：**

此次攻擊獲得下述１項能力。若標記的是拉赫洛單位，獲得２項。

•**致命一擊**

•**破甲**

此次攻擊結束後，若防守者沒有被殲滅，則攻擊者承受１次恐慌檢測。",2021-S03
