Id,Translated Name,,,Requirement,Quote,,Version
20816,"阿莎·葛雷乔伊, “葛雷乔伊夫人“",,,,“嗯，我是葛雷乔伊家族的阿莎，是不是夫人另说。”,,2021
20817,"“裂腭”达格摩, 豪饮号船长",,,,“他的头发或许已白，牙齿或许松动，但对荣耀的欲念却丝毫未减。”,,S04
20818,"贝勒·布莱克泰斯, 夜行者号船长",,,,“稣夫巴隆，我是这么叫他的。我很乐意用他的自由换一个父亲。你有一个吗？”,,2021-S03
20819,"马奇罗, 拉赫洛之奴",,,,“光之王向我展示了你的价值，船长大人。每晚我都会在火焰中瞥见等待你的荣耀。”,,2021
20820,"贝勒·布莱克泰斯, 黑潮岛领主",,,,“布莱克泰斯头领说选王会是场危险的把戏……“——罗德利克·哈尔洛,,2021-S02
20821,"“裂腭”达格摩, 派克城教头",,,,“活着的人理应欢笑，因为死者无法做到。”,,2021
20822,淹人先知,,,,,,2021-S03
20823,日落之海的勇士,,,,,,2021
20901,"奥伯伦·马泰尔, 多恩亲王",,,,“恶名昭彰的家伙，剑上涂毒反而只算他的小过恶。”——詹姆·兰尼斯特,,2021-S03
20902,"奥伯伦·马泰尔, 沙蛇之种",,,,“我要杀了他。”,,2021-S03
20903,"阿利欧·何塔, 亲卫队长",,,亲卫队长阿利欧·何塔只能被编入包含阳戟城领主道朗·马泰尔的军队中。,“亲王下令，何塔服从。”,,2021
20905,"阿利欧·何塔, 忠实的强大力量",,,,“效忠、服从、守护。淳朴的男人只需要淳朴的誓言。”,,2021
20906,刀舞者队长,,,,,,2021
20907,长矛手队长,,,,,,2021-S03
20908,长矛贵族,,,,,,2021
20909,"奥芭娅·沙德, 长姐",,,,“把矛还我，叔叔。”,,2021
20910,"奥芭娅·沙德, 沙蛇",,,,“她在追捕永远都无法抓到的东西。”——阿利欧·何塔,,2021
20911,"娜梅莉亚·沙德, 沙蛇",,,,“既以血始，必以血终。”,,2021
20912,"伊莉亚·沙德, 沙蛇",,,,“女士们可不耍枪。”“但我会。我是枪之女士。”——加里伯德与伊莉亚·沙德的对话,,2021
20913,"哈曼·乌勒, 多恩特使",,,,“多恩是沙和毒蝎，是在烈日下炙烤的荒凉红色山脉”——莱兹纳克·莫·莱兹纳克,,2021
20914,"哈曼·乌勒, 狱门堡伯爵",,,,“我将在狱门堡为弥赛菈加冕，并在那升起我的旗帜。”——亚莲娜·马泰尔,,2021-S03
20915,"亚历斯·奥克赫特, 白袍骑士",,,,“亚历斯，我亲爱的骑士，你为什么要这么做？”——亚莲恩·马泰尔,,2021
20916,"昆廷·马泰尔, 多恩王子",,,*昆廷·马泰尔无视常规的附属限制。*,“这将是我的大冒险。”,,2021-S02
20917,"杰洛·戴恩, 高隐城的骑士",,,,“我属于夜晚。”,,2021
20918,"艾德瑞克·戴恩, 星坠城领主",,,*艾德瑞克•戴恩无视常规的附属限制。*,“有礼貌的小伙子。”,,2021
20919,"戴蒙·沙德, 神恩城的私生子",,,,“这个男人很自以为是，因为他很清秀”——亚莲恩·马泰尔,,2021
20920,"戴蒙·沙德, 复仇的骑士",,,,“多恩有那么多骑士，我父亲为什么偏偏选他做我的护盾？”——亚莲恩·马泰尔,,2021
20921,"杰洛·戴恩, 暗黑之星",,,,“对毒液我有抗力。”,,2021
20922,高隐城哨兵,,,,,,2021
21001,"拉姆斯·雪诺, 恶毒的继承人",,,,“波顿先生。告诉你，我老婆啃手指之前，居然敢叫我雪诺。”,,2021
21002,"卢斯·波顿, 恐怖堡公爵",,,,“心存畏惧，才能在这个充满谎言与背叛的世界上生存。”,,2021
21003,"拉姆斯·雪诺, 施虐狂",,,,“裸体的人少有秘密，但被剥皮的人没有秘密。”,,2021
21004,"席恩·葛雷乔伊, 臭佬",,,*只能编入包含拉姆斯·雪诺的军队中，并附加至他所在的单位，无视常规附属限制。*,“我不是席恩，才不是，那个变色龙早就死在临冬城了。我叫臭佬，臭佬臭佬，押韵怪佬。”,,2021-S01
21005,恐怖堡队长,,,,,,2021
21006,波顿剥皮者,,,,,,2021
21007,"骨头本, 驯兽师",,,*附加至混种母犬单位时，本附属的费用减少1。*,“若她们之前让他一翻好逮的话，也许他就用她们的名字给下一批母狗命名了。”,,2021
21008,"舞蹈师达蒙, 私生子的好小子",,,*你军队中的第1个私生子的好小子附属费用为0。*,“拉姆斯大人的意思是，等这一切都结束后，就把你的嘴唇割下来。”,,2021
21009,"剥皮人, 私生子的好小子",,,*你军队中的第1个私生子的好小子附属费用为0。*,“席恩所经历过的痛苦中，没有任何一种能与剥皮人用一把剥皮小刀所带来的痛苦相提并论。”,,2021
21010,"咕噜, 私生子的好小子",,,*你军队中的第1个私生子的好小子附属费用为0。*,“咕噜没舌头而酸埃林没脑子，拉姆斯大人喜欢这样说。”,,2021
21011,"酸埃林, 私生子的好小子",,,*你军队中的第1个私生子的好小子附属费用为0。*,“咕噜没舌头而酸埃林没脑子，拉姆斯大人喜欢这样说。”,,2021
21012,"铁腿沃顿, 无情的士兵",,,,“直率、粗暴而残忍，打心眼里是位纯粹的士兵......”,,2021
21013,"铁腿沃顿, 护卫队长",,,,“他外号‘铁腿’，是个钢铁般忠诚的士兵。”,,2021
20119,"詹姆·兰尼斯特, 残废的人质",,,*在部署前，将詹姆附加至1个敌方步兵单位，无视常规的附属限制。*,“他们对他所做的是无法形容的残忍。”,,2021
20122,变色龙,,,*在部署后，附加本模型至1个敌方步兵单位，无视常规的附属限制。*,,,2021
20221,"贾昆·赫加尔, 神秘的囚犯",,,*仅能被组入至包含艾莉亚·史塔克的军队中。在部署前，将贾昆附加至1个敌方步兵单位，无视常规的附属限制。*,“女孩说名字，某人去办事。”,,2021
20327,"曼斯·雷德, 吟游诗人",,,*在部署前，将曼斯附加至1个敌方步兵单位，无视常规的附属限制。*,“我知道长城以北或以南的每首下流的歌曲。”,,2021
20330,瓦拉米尔的老鹰,,,*本模型仅能被易形者大师瓦拉米尔的能力所使用。*,,,2021
