Id,Translated Name,,,Requirement,Quote,,Version
20810,"科爾, 少女",,,,"""……能把他和其他科爾加以區別的方式，更多是有鑑於他光滑的臉蛋。",,2021-S02
20811,"努特, 理髮師",,,,"""榮耀雖好，但黃金更好。""",,S04
20812,"攸倫•葛雷喬伊, 派克島的掠奪者首領",,,,"""巴隆是個瘋子，伊倫也是，而攸倫比他們兩個都更加瘋狂。""",,2021
20813,"巴隆•葛雷喬伊, 海怪之王",,,,"""我付出鐵錢，親自奪取，就和五千年前的""血手""烏倫一樣。",,2021-S03
20814,"攸倫•葛雷喬伊, 鴉眼",,,,"""我是風暴，大人。既是初生，也是終末。""",,2021-S03
20815,"艾里•艾枚克, 破砧者",,,,"""艾里克國王，是，我喜歡這種叫法。來吧，跟我一起說吧。艾里克!破砧者艾里克! 艾里克國王!""",,2021-S03
20816,"阿莎•葛雷喬伊, ""葛雷喬伊之女""",,,,"""是的，我是葛雷喬伊家族的阿莎。對於我是否為女士，人們的意見不一。""",,2021
20817,"裂顎 達格摩, 豪飲號船長",,,,"""他的頭髮或許已發白，牙齒或許鬆動，但他對榮耀的慾望絲毫未減。""",,S04
20818,"貝勒•布萊克泰斯, 夜行號船長",,,,"""寡婦製造者巴隆，我是這麼稱呼他的。我很樂意用他的自由來換一個父親。你有一個嗎?""",,2021-S03
20819,"馬奇羅, 拉赫洛的奴隸",,,,"""光之王向我展現了你的價值，船長大人。每晚我都會在火焰中看見等待著你的榮耀。""",,2021
20820,"貝勒•布萊克泰斯, 黑潮島領主",,,,"“布萊克泰斯大人說選王會市場危險的把戲...“
—羅德利克˙哈爾洛",,2021-S02
20821,"裂顎 達格摩, 軍隊教頭",,,,"""生者理應歡笑，因為死者無法做到。""",,2021
20822,淹人先知,,,,,,2021-S03
20823,日落之海勇士,,,,,,2021
20901,"奧柏倫•馬泰爾, 多恩親王",,,,"“惡名昭彰的傢伙，劍上塗毒只是他其中一項手段而已。”
- 詹姆 蘭尼斯特",,2021-S03
20902,"奧柏倫•馬泰爾, 紅毒蛇",,,,“我要殺了他。”,,2021-S03
20903,"阿利歐•何塔, 親衛隊長",,,阿利歐˙何塔，親衛隊長只能組建在包含道朗˙馬泰爾，陽戟城領主的軍隊中。,“親王下令，何塔服從。”,,2021
20905,"阿利歐•何塔, 忠實的強大力量",,,,“效忠、服從、守護。淳樸的誓言”,,2021
20906,劍舞者隊長,,,,,,2021
20907,長矛兵隊長,,,,,,2021-S03
20908,長矛衛士長,,,,,,2021
20909,"奧芭婭•沙德, 長姊",,,,“矛還我，叔叔”,,2021
20910,"奧芭婭•沙德, 沙蛇",,,,"“她在追捕永遠都無法抓到的東西。”
 - 阿利歐˙何塔",,2021
20911,"娜梅莉亞•沙德, 沙蛇",,,,“以血為終，如以血為始。”,,2021
20912,"伊莉亞•沙德, 沙蛇",,,,"“淑女們不會打架。”
“我會， 我是長槍夫人”
-加爾巴德和伊莉亞˙沙德",,2021
20913,"哈曼•烏勒, 多恩特使",,,,"“多恩只有沙和毒蠍，
是在烈日下炙烤的荒涼紅色山脈。”
- 萊茲納克˙莫˙萊茲納克",,2021
20914,"哈曼•烏勒, 獄門堡伯爵",,,,"“我將在獄門堡為彌賽菈加冕，並在
那升起我的旗幟。” 
- 亞蓮恩˙馬泰爾",,2021-S03
20915,"亞歷斯˙奧克赫特, 白袍騎士",,,,"""亞歷斯，我親愛的騎士，你為什麼要這麼做?""
-亞蓮恩˙馬泰爾",,2021
20916,"昆廷˙馬泰爾, 多恩親王",,,*昆廷˙馬泰爾忽略常規的附屬限制。*,"""這將是我的大冒險。""",,2021-S02
20917,"傑拉德˙戴恩, 高隱城的騎士",,,,"""我屬於夜晚。""",,2021
20918,"艾德瑞克˙戴恩, 星墜城領主",,,*艾德瑞克˙戴恩忽略常規的附屬限制。*,"""有禮貌的小夥子。""",,2021
20919,"戴蒙˙沙德, 神恩城的私生子",,,,"""這個男人因為自己長得好看而沾沾自喜。""
-亞蓮恩˙馬泰爾",,2021
20920,"戴蒙˙沙德, 復仇的騎士",,,,"""多恩有這麼多騎士，我父親為什麼偏偏選他作為我的護衛?""
-亞蓮恩˙馬泰爾",,2021
20921,"傑拉德˙戴恩, 暗黑之星",,,,"""我對毒液免疫了。""",,2021
20922,高隱城哨兵,,,,,,2021
21001,"拉姆斯˙雪諾, 惡毒的繼承人",,,,"""波頓先生。告訴你，我老婆啃手指之前，居然敢叫我雪諾。""",,2021
21002,"盧斯˙波頓, 恐怖堡領主",,,,"""心存畏懼，才能使人在這個充滿謊言與背叛的世界生存。""",,2021
21003,"拉姆斯˙雪諾, 施虐狂",,,,"""裸體的人少有秘密，但被剝皮的人沒有祕密。""",,2021
21004,"席恩˙葛雷喬伊, 臭佬",,,*僅能加入有拉姆斯‧雪諾的軍隊中，且必須附屬在他的單位。忽視常規的附屬限制。*,"""我不是席恩，不是那個叛徒，他已經死在臨冬城了。我的名字是臭佬!""",,2021-S01
21005,恐怖堡隊長,,,,,,2021
21006,波頓剝皮者,,,,,,2021
21007,"狗骨頭班恩, 馴犬師",,,*若附屬在波頓野種母犬單位，此附屬的招募分數-1分。*,"""如果她們之前讓他一番好逮的話，也許他就用她們的名字給下一批母狗命名了。""",,2021
21008,"舞蹈師達蒙, 私生子的子弟兵",,,*你軍隊中的第一個私生子的子弟兵附屬不需要招募分數。*,"""拉姆斯大人的意思是說等一切結束後就把你的嘴唇割下來。""",,2021
21009,"剝皮匠, 私生子的子弟兵",,,*你軍隊中的第一個私生子的子弟兵附屬不需要招募分數。*,"""席恩所經歷的痛苦中，沒有任何一種能與剝皮匠用一把剝皮小刀所帶來的痛苦相提並論。""",,2021
21010,"咕嚕, 私生子的子弟兵",,,*你軍隊中的第一個私生子的子弟兵附屬不需要招募分數。*,"""咕嚕沒舌頭，酸嘴埃林沒腦子，拉姆斯大人總是這麼說。""",,2021
21011,"酸嘴埃林, 私生子的子弟兵",,,*你軍隊中的第一個私生子的子弟兵附屬不需要招募分數。*,"""咕嚕沒舌頭，酸嘴埃林沒腦子，拉姆斯大人總是這麼說。""",,2021
21012,"鋼腿沃頓, 無情的士兵",,,,"""駑鈍、粗魯、殘暴，骨子裡是名純粹的士兵……""",,2021
21013,"鋼腿沃頓, 護衛隊長",,,,"""他人稱""鋼腿""，是個鋼鐵般忠誠的士兵。""",,2021
20119,"詹姆•蘭尼斯特, 殘廢的人質",,,*部屬前，將詹姆附屬至一個敵方步兵單位中，忽視常規的附屬限制。*,“他們對他做的事是難以言喻的殘忍。”,,2021
20122,變節者,,,*部屬後，將此模型附屬至一個敵方步兵單位中，忽視常規的附屬限制。*,,,2021
20221,"賈昆•赫加爾, 神秘的囚徒",,,*僅能加入有艾莉亞‧史塔克的軍隊中。部屬前，將賈昆附屬至一個敵方步兵單位中，忽視常規的附屬限制。*,“女孩說名字，某人去辦事...”,,2021
20327,"曼斯•雷德, 吟遊詩人貝爾",,,*部屬前，將曼斯附屬至一個敵方步兵單位中，忽視常規的附屬限制。*,"""我知道長城以北或以南每首最淫穢的歌曲。""",,2021
20330,瓦拉米爾的老鷹,,,*此模型只能被瓦拉米爾易形者大師所使用。*,,,2021
