Id,Translated Name,Attack 1,Attack 2,Requirement,Quote,Lore,Version
10414,里斯雇佣兵,海盗之刃,,,,里斯的岛屿要塞拥有高而厚的城墙以及大量的雇佣兵在其海岸巡逻，这使得他们成为一个没有吸引力的攻击目标。然而，这些佣兵不过是在为任何有足够财力在海外雇佣他们的人提供服务。他们对个人荣誉没有一丁点兴趣，只专注于掠夺和返回母港时等待他们的报酬。,S04
10415,石鸦部,拾捡的武器,,,,作为高山氏部落和掠袭者，提利昂·兰尼斯特的石鸦部显得相当普通——除了他们出人意料的忠诚。虽然他们的承诺更多是为了提利昂的钱而非提利昂本人，以至于背叛可能是一个更为有利可图的选择，但事实却证明了他们是信守诺言的。作为雇佣兵，这些部队如果被恰当地用作侦察兵和侧翼力量，就能值回票价。他们的轻型武器和护甲使他们不适合在前线作战。,2021
10501,守夜人老兵,双持武器,,,,虽然誓言兄弟可以自信地坚守他们阵地，但守夜人老兵更拥有着推进战线前进的武器和专业知识。他们是熟练的战斗人员，几乎不可能被打败。他们的个人装备包含着工匠们可以锻造的最好的盔甲和武器。即使是七国最专业的部队，也很难挫败守夜人老兵，更不用说击溃他们了。,2021-S03
10502,誓言兄弟,大剑,,,,作为守夜人部队的中坚力量，誓言兄弟依靠长期训练和精良的装备，以坚忍不拔的态度面对野人和其他北方的威胁。事实上，拥有自己的锻炉和铁匠让守夜人兄弟可以拥有比大多数大家族的普通步兵更好的装备（当然，兰尼斯特家族除外）。无关胜负，誓言兄弟是足以托付来坚守阵地的中坚力量。,2021
10503,游骑兵追踪者,反曲弓,短剑,,,守夜人游骑兵是一支由各具所长的士兵组成的部队，但他们的侦查却仰仗着追踪者的力量。作为专门的侦察骑兵，追踪者负责提供敌方兵力、人数和位置的情报。在战场上，他们的专业技能延伸到确定处于脆弱位置的敌人。明智的指挥官会听取他们的建议，并派出相应的部队利用这些弱点。,2021-S03
10504,白灵,尖牙与利爪,,*只能编入包含琼恩·雪诺的军队中。*,,“白灵”是对这匹患有白化症的冰原狼再合适不过的命名了。它像一个不祥的阴影一样尾随在琼恩·雪诺的身后。在战场上，白灵或多或少地自由活动，本能地遵循着主人的意志。白灵能够以惊人的速度和强大的下颚撕破盔甲，在侧翼突袭或追击溃败的部队时表现最佳。事实上，看到一只正在冲锋的冰原狼足以让大多数人彻底地动摇。,2021
10505,游骑兵猎人,猎人弓,迅捷攻击,,,游骑兵猎人经常与游骑兵追踪者携手合作，擅长消灭战场上的关键目标。虽然在光明正大的战斗中潜行很少是一种选择，但猎人会突然出击，利用虚弱脆弱的敌人，通常会在任何抵抗形成之前就将他们消灭。然而，与所有轻步兵一样，陷入长时间的混战可能是致命的，这是任何指挥官都应该避免的。,2021-S03
10506,工匠蝎弩炮组,弩炮,炮组武备,限制: *你的军队中至多包括2队工匠蝎弩炮组。*,,守夜人的工匠们以他们的聪明才智而闻名，没有人比工匠蝎弩炮组更能体现这一点。只需要一些特殊的部件和足够的木材，炮组就可以建造出一个能够远程发射巨大投矛且精度惊人的移动蝎弩。投射一枚炮弹的威力就足以射倒一整排的敌人。然而，蝎弩本身需要时间来复位，而且它的移动非常缓慢。,S04
10507,工匠投石车,投石,炮组武备,限制: *你的军队中至多包括2队工匠投石车。*,,守夜人的工匠们擅长在战场上建造和操作投掷石头的移动设备。工匠坚称这些不是攻城投石机，因为那种战争器械通常更大，使用专门的弹药，但原理是一样的。一个称职的投石车组可以将他们致命的投掷物降落在敌人编队的正中间，即使是最强壮的步兵也无法防御。,S04
10508,工匠弩手,弩,短剑,,,虽然长城及其防御工事的维护仍是工匠们的主要职责，但他们也为整个守夜人军团提供武器和盔甲。因此，他们在战场上的角色并非传统意义上的前线战斗人员。但面对一些敌人，每个人都希望手边能有武器。弩相比较其它大多数武器需要更多的维护和保养，因此工匠们是作为二线火力支援的常规选择。,2021-S01
10509,新兵,简易武器,,,,衣衫褴褛，经常不守规矩，守夜人新兵简直是底层中的底层。虽然守夜人更愿意为他们的新成员提供一些训练，但有时，保卫长城需要每个站着的人都拿起一把剑，向前冲。他们很容易在遇到严重抵抗时第一个出现溃散逃跑的迹象，因此一个明智的指挥官不会过于依赖那些在面对强敌的情况下难以坚守阵地的义务兵。,2021-S01
10510,守夜人元帅,长剑,,限制: *你的军队中至多包括2个守夜人元帅。*,,要晋升为守夜人元帅，需要的不仅仅是骑术和指挥能力。它要求守夜人兄弟在前线和长城外巡逻的时间足够长，见识过守夜人必须对付的每一种敌人，并学会如何有效而果断地对付他们。守夜人元帅擅长通过在攻击和机动方面的优势来充分利用他们的部队。,S04
10511,"冷手, 神秘的盟友",长剑,,角色: *不能编入包含班扬·史塔克的军队中。*,,一个神秘的幽灵，根据一个未知的力量来获得帮助或制造阻碍，这个被称为冷手的实体可能今天是盟友，明天是敌人。他指挥着无数的乌鸦群，用耙子般的爪子和拍打的翅膀野蛮地对待对手，他骑着一只强大的麋鹿投入战斗，在那里他自己相当强大的力量发挥了作用。他穿着守夜人兄弟的盔甲和斗篷，虽然这是他生前穿的，还是从倒下的敌人那里抢来的，谁也说不清。即使被砍倒，冷手也会在短时间后重新出现在战场上。,S04
10512,游骑兵先锋,长剑,,,,守夜人游骑兵以擅于融入荒野、埋伏敌人而闻名。这种攻击在马背上发动时更具毁灭性。在任何地形下都很难隐藏骑兵，但游骑兵先锋比任何人都了解长城以北的森林。茂密的树林，隐藏的山谷，甚至是地形上的小洼地，都为突袭敌人提供了得天独厚的条件。,2021-S02
10513,影子塔长矛手,长矛,,,,这些身披黑衣的兄弟是长城西端影子塔的守卫。和所有守夜人兄弟一样，影子塔长矛手身穿黑色皮革和深色钢铁，以抵御北方传说中的刺骨严寒。长矛手是优秀的侧翼守卫，他们善于抵挡敌人的冲锋，无论是骑兵还是步兵，并在敌人逼近之前进行攻击。,2021-S03
10601,雄鹿骑士,雄鹿之怒,,,,雄鹿骑士是拜拉席恩精锐部队的核心，每个人都出身不凡，戴着这些尊贵骑士所特有的角盔。雄鹿骑士身披重甲，身穿与兰尼斯特家一样精良的板甲，有力挥舞着双手战锤，粉碎铠甲和骨头的能力无人能敌。即使被包围，雄鹿骑士也会以毫不动摇的愤怒战斗。,2021-S03
10602,拜拉席恩守卫,战锤,,,,虽然拜拉席恩家族在效忠方面可能存在分歧，但他们仍然以相同的战场教条和训练方式为五王之战前团结的家族提供服务。拜拉席恩的守卫们全副武装，挥舞着沉重的盾牌和拜拉席恩标志性的战锤。虽然速度不是他们的强项，但他们作为前锋和中军都值得信赖。,2021
10603,拜拉席恩哨兵,双锤,,,,虽然被正式归类为中型步兵，但拜拉席哨兵的护甲比人们预期的要重，因为他们需要发起反击或侧翼机动。速度是一个明显的权衡，但大多数中型步兵都无法坚守阵地，也无法进行毁灭性的攻击。在不熟练的人身上，战锤是笨重的，但对于哨兵来说，恰当时机的锤头猛砸可以使板甲变得无用。,2021-S03
10604,玫瑰骑士,长剑,,"效忠: **蓝礼·拜拉席恩**
*你的军队永远不能加入不同效忠对象的单位或附属。*",,为蓝礼国王效力的玫瑰骑士作为前线部队，全副武装，身穿蓝礼财力所负担得起的最精美的板甲和最亮的绿色盔甲。艰苦的训练和对国王的忠诚使这些部队即使面对可怕的伤口也能站立并继续战斗。指挥官应该注意不让他们被包围，但玫瑰骑士可以承受最严重的打击，并再次将他们击退。,2021-S03
10605,拉赫洛信徒,信仰之剑,,"效忠: **史坦尼斯·拜拉席恩**
*你的军队永远不能加入不同效忠对象的单位或附属。*",,虽然没有人质疑他们对拉赫洛的坚定信仰，但史坦尼斯军队中那些被称为信徒的人并不是每个人都拥有自己的光明使者，传说中的亚梭尔·亚亥之剑。然而，它们的刀刃被混合油脂点燃，产生强烈的热量，尽管时间很短。虽然没有全副武装，但他们狂热的信念使他们能够坚强地面对任何敌人，即使他们倒下了，他们也会激励着周围的人。,S04
10606,雄鹿冠军,冠军的怒火,,,,秉承拜拉席恩重装武器和重甲的信条，雄鹿冠军是身披全板甲，骑在高大战马上的骑士。这些庞然大物拥有骑兵的全部机动性和前线部队的持久力。明智的指挥官最好保持他们的机动性，将强大的攻击力用于自己选择的地方。但需要的话，冠军可以比大多数其它骑兵更长久地坚守战线。,2021-S02
10607,龙石岛贵族,贵族的怒火,,"效忠: **史坦尼斯·拜拉席恩**
*你的军队永远不能加入不同效忠对象的单位或附属。你的军队中至多包含2队龙石岛贵族。*",,龙石岛贵族很容易被他们标志性的鹿角头盔所认出，代表拜拉席恩家族的纹章。龙石岛贵族骑在重甲的坐骑上投入战斗，他们身披铠甲，是战场上最强壮的个体之一。形势越严峻，这些狂热分子的战斗就越砥砺。虽然他们擅长锁定轻型的部队，但必须小心防止他们被包围。,S04
10608,王党,王党之刃,,"效忠: **史坦尼斯·拜拉席恩**
*你的军队永远不能加入不同效忠对象的单位或附属。*",,在史坦尼斯·拜拉席恩的宫廷里，王党仍然忠于七神，七神是维斯特洛大陆的主要宗教。虽然与崇拜拉赫洛的所谓“后党”存在分歧，但这两个团体并没有相互敌对，尽管他们采用了不同的训练方案。王党专注于巨剑，以及他们厚重的盔甲所带来的机动性，同时他们对唯一真王史坦尼斯·拜拉席恩有着坚定的信念。,S04
10609,拉赫洛后党,长剑,,"效忠: **史坦尼斯·拜拉席恩**
*你的军队永远不能加入不同效忠对象的单位或附属。*",,史坦尼斯·拜拉席恩宫廷的后党之所以如此命名，并不是因为他们献身于赛丽丝王后，而是因为他们皈依了拉赫洛的信仰（尽管有些人猜测他们真正的忠诚更多地是献于红袍女祭司梅丽珊卓）。后党是重装装甲的精锐先锋部队，几乎可以削弱任何敌人的进攻。虽然他们的重甲行动迟缓，但他们仍能守住战场的中心。,S04
10610,拉赫洛光明使者,火箭,匕首,"效忠: **史坦尼斯·拜拉席恩**
*你的军队永远不能加入不同效忠对象的单位或附属。*",,为了与拜拉席恩家族重甲的教义保持一致，拉赫洛光明使者的装备包括鳞甲衫与板盔，使他们比大多数弓箭部队更能抵抗直接攻击。额外的保护帮助他们使用最有力的武器：火。光明使者的箭头在油中浸泡，在发射前几秒点燃。这种油很粘，虽然燃烧得很快，但很容易使材料着火。,2021-S01
10611,荆棘守卫,守卫的十字弩,长剑,"效忠: **蓝礼·拜拉席恩**
*你的军队永远不能加入不同效忠对象的单位或附属。*",,不同于大多数的弓箭手使用的传统匕首或短剑，荆棘守卫的弩手们身着锁子甲，佩戴长剑，并使用着独特的弩弓。事实上，他们也接受了比大多数弓箭手更多的近战训练。即便如此，弩弓才是他们的主要武器，其本身就拥有着足以击穿重甲的威力，而明智的指挥官也会适当地使用他们。,2021-S03
10612,高庭骑士,骑枪,,"效忠: **蓝礼·拜拉席恩**
*你的军队永远不能加入不同效忠对象的单位或附属。*",,提利尔家族深受骑士传统的影响，蓝礼国王通过玛格丽夫人与他们结盟，赢得了著名的高庭骑士的忠诚。虽然不像大多数骑兵那样全副武装，但骑士们可以发起与其他任何派系一样具有毁灭性的冲锋。指挥官应该避免让他们陷入持久的混战，但即便如此，他们的忠诚和勇敢依然闪耀着光芒。,2021-S01
10613,高庭长矛手,长矛,,"效忠: **蓝礼·拜拉席恩**
*你的军队永远不能加入不同效忠对象的单位或附属。*",,高庭是提利尔家族的权力中心。为了帮助拜拉席恩家族夺取铁王座，提利尔家族派出了高庭长矛手。这些训练有素的战士在战场上制造了一道移动的死亡之墙，他们的长矛使用训练到极致。虽然他们的装甲很轻，但他们的毅力是无与伦比的，这使他们成为战场上的中流砥柱。只有把他们全部击败，对手才能真正把他们排除在外。,2021-S03
10614,彩虹护卫,大师锻造的刀刃,,角色: *只能编入包含全境守护蓝礼·拜拉席恩的军队中，蓝礼必须附加至本单位。你的军队不可以包含洛拉斯·提利尔。你的军队不可以包含布蕾妮。*,,蓝礼·拜拉席恩国王的彩虹卫队是由各个与众不同的最强大战士组成的，他们宣称最年轻的拜拉席恩是他们的领主与国王。当他们一起抵达战场时，他们组成了蓝礼部队中最为致命的核心，能够守住战线或冲击脆弱单位的侧翼。而更为重要的是，在蓝礼国王的计划中，他们所象征着的希望与信念，是使整个维斯特洛大陆团结在他旗下的关键。,S04
10615,拜拉席恩长戟兵,长戟,,,,那些对抗拜拉席恩家族的人们都有一个难题：拜拉席恩的战士盔甲厚实，力量坚定，且当与长戟兵伴随时，甚至连重装步兵面对骑兵时的天生弱点也被消除了。此外，但凡对于骑兵单位（或其他军力）的指挥有一点犹豫不决和举棋不定，都会导致部队陷入易被利用的混乱。任何一个合格的拜拉席恩指挥官都会在他们的阵线中大量使用长戟兵。,2021
10701,多斯拉克尖啸者,尖啸者的亚拉克弯刀,,,,在未经训练的人眼中，多斯拉克人的攻击方式使他们很容易被归类为一群无脑的、尖啸的野蛮人。一个多斯拉克卡拉萨可以拥有数千名骑兵。即使是他们中最年轻的战士，一生中也会在马鞍上度过更多的时间。虽然多斯拉克人的骑兵轻衣薄甲，但他们的骑术却非常精湛，以至于哪怕是近身肉搏，他们也很难让刀刃击中。,2021-S03
10702,多斯拉克哨卫骑兵,哨卫骑兵之弓,哨卫骑兵之刃,,,作为侦察兵，多斯拉克哨卫骑兵在他们了如指掌的土地上鲜少与人正面短兵相接。但一旦交战，他们真正的威胁也就随之体现：来自马背上的远程火力。正如典型的弓箭手困扰着所有行动迟缓的部队那般，从远距离发起攻击，而后在马背上转进如风的能力，使只有迅捷的骑兵或弓箭手才能与多斯拉克人相抗衡。也因此，哨卫骑兵应当时刻留意保持其机动性。,2021-S03
10703,多斯拉克老兵,短弓,多斯拉克亚拉克弯刀,,,高超的多斯拉克骑术在多斯拉克老兵中达到了顶峰。弓刀娴熟的老兵们在发起残酷的冲锋前，先用致命的箭削弱猎物的力量，再用锋利的亚拉克弯刀左右劈砍。老兵们将精妙的多斯拉克骑术发挥到了难以想象的高度，即使在最激烈的混战中，人与战马也能精确移动。,S04
10704,"乔拉·莫尔蒙, 流亡的骑士",长剑,,,“鬼魂，随处可见，无论走到哪里，他们都不离不弃。”,无论人们如何看待乔拉·莫尔蒙爵士的个人经历和曲折的过去，他的武艺都为他赢得了多斯拉克人的尊敬——这绝非易事。作为一名参加过多次战争的老兵和战后的佣兵，他的专家级眼光能找出敌方队伍中的弱点，并供附近队伍利用。乔拉爵士更喜欢在战斗中保持骑乘状态，他的骑术也超过了许多西方的对手。,2021-S03
10705,无垢者剑术大师,无垢者的勇气,,,,只有三分之一的无垢者能在残酷的训练过程中幸存下来。这些可怕的奴隶军团以他们的单兵技能和不可动摇的纪律而闻名。虽然无垢者个人的体能无法与西方士兵抗衡，但他们感觉不到疼痛，擅长在最意想不到的地方打击敌人。任何低估无垢者矮小身材和奇怪行为的做法是一条通往坟墓的捷径。,2021-S01
10706,无垢者长枪兵,长枪方阵,,,,虽然按照西方的标准无垢者长枪兵只能算是轻甲单位，但他们按照古吉斯帝国的教义，步调一致地如重步兵般列队作战。无垢者的方阵被护盾封锁，在骑兵的冲锋下几乎是坚不可摧的。即使是更灵活的步兵也很难通过枪墙。虽然出其不意地袭击这支部队是困难的，但指挥官应该注意，别让他们被包围了。,2021
10707,卓耿,漆黑龙炎,,*只能编入包含丹妮莉丝·坦格利安的军队。*,,卓耿是以丹妮莉丝·坦格利安已故的丈夫卓戈卡奥命名的。它的鳞片是纯黑色的，有血红色的角和冠。它的眼睛被描述为“燃烧的红色凹坑”。虽然还没有完全长大，但卓耿目前的体型·尤其是它的性格·使它成为世界上最致命的生物之一。卓耿拥有无与伦比的移动能力和吐息烈焰的能力，他可以在战场上的任何地方杀死任何它想杀的东西。,2021-S02
10708,韦赛利昂,金色龙炎,,*只能编入包含丹妮莉丝·坦格利安的军队。*,,韦赛利昂是以丹妮莉丝·坦格利安的兄长韦赛里斯命名的。它常被称为白龙，但却是乳白色的，有着金色的角和脊冠。它的爪子和牙齿都是闪亮的黑色，它的眼睛则是“熔金的水池”。虽然远未完全长大，但韦赛利昂是世界上最致命的生物之一。凭借无与伦比的移动能力和吐息烈焰的能力，韦赛利昂可以在战场上的任何地方杀死任何它想杀的东西。,2021-S02
10709,雷哥,翡翠龙炎,,*只能编入包含丹妮莉丝·坦格利安的军队。*,,雷哥是以丹妮莉丝·坦格利安的兄长雷加命名的。它长有碧绿和青铜色的鳞片，有着乌黑的尖牙和爪子，它的眼睛“也是青铜色的，比打磨光滑的盾牌还要明亮”。虽然雷哥还没有完全长大，但它目前的体型仍然使它成为世界上最危险的生物之一。拥有无与伦比的移动能力和吐息烈焰的能力，雷哥可以在战场上的任何地方杀死任何它想杀的东西。,2021-S02
10710,多斯拉克赫拉卡,利爪与刀刃,,限制: *你的军队至多包括2队多斯拉克赫拉卡。*,,驯服多斯拉克海的一只大白狮，是只有最强大的卡拉萨才能达成的特技。这些强大的野兽甚至可以与大名鼎鼎的史塔克冰原狼媲美，而战场上的赫拉卡也同样令人生畏。它们快速、致命，以及最重要的是隐秘。面对多斯拉克人的部队还必须同时提防潜伏在暗处的赫拉卡从意想不到的地方突然袭击。,S04
10711,暴鸦团刀舞者,迅捷攻击,,,,每周结束时支付佣金，你就将获得一队久经沙场的暴鸦团刀舞者，擅长以中型装甲快速突进并打击暴露的敌人阵地——直到新一周周末的发薪日为止。暴鸦团那臭名昭著的对钱币的忠诚甚至延伸到他们最训练有素的士兵身上。然而，当看到刀舞者在行动时，雇主很少有理由抱怨，因为这些攻击者撕碎了敌人的侧翼，并在任何可能的反击前安然撤走。,S04
10712,暴鸦团弓箭手,佣兵的长弓,短剑,,,暴鸦团就是暴鸦团，无论是挥剑、拉弓，还是两者兼得。金钱仍然是暴鸦团的主要动力，而额外的金钱可以刺激这些佣兵付出更多的努力。暴鸦团弓箭手擅长远程作战，他们的反曲长弓和箭矢专为长程打击而设计。尽管他们的短剑可以勉强抵御攻击者，但他们并不适合近战。因此，一个明智的指挥官也会让他们远离侧翼威胁或骑兵。,S04
10713,暴鸦团佣兵,长剑,,适应性: *此单位中1个附属的成本降低1。*,,虽然有人可能会质疑暴鸦团对其领导、雇主甚至自己的忠诚，但人们总是不会置疑他们对钱币的绝对忠诚。一旦有了适当的激励，暴鸦团佣兵就成为强有力的中型步兵，擅长侧翼防护或侧翼支援。只要饷钱充足，他们的专业精神就足以保证他们与雇主之间的良好工作关系。,S04
10714,被解放的奴隶,临时凑合的武器,,,,当丹妮莉丝·坦格利安横扫厄索斯时，她解放了成千上万的奴隶。虽然她可能并没有专门寻找战斗力量，但现在她的队伍并不缺乏数量，因为被解放的奴隶和妇女们收集备用刀片、镐、镰刀，或简单的棍棒为她服务。被解放的奴隶人数众多，但缺乏训练和纪律。他们可以发挥应有的力量，但不能指望他们能守住阵线。,S04
10715,卓戈的血盟卫,多斯拉克亚拉克弯刀,,*只能编入包含卓戈·卡奥的军队，且卓戈·卡奥必须附加至本单位。*,,厄索斯的多斯拉克血盟卫将鲜血和生命献给卡奥，成为他忠实的伙伴、护卫和副手。血盟卫的誓言是牢不可破的，他们誓死效忠自己的领主。科霍罗、哈戈和柯索都是卓戈·卡奥的独立领袖，与他们的卡奥并肩作战。他们个个都是技艺精湛、杀伤力十足的战士，可以轻松击败十倍于他们的对手。,S04
10716,兽面军,混杂的军备,,,,由丹妮莉丝·坦格利安建立的兽面军，在伟大的奴隶城邦之一弥林的街道上巡逻。他们的名字来自于他们佩戴的青铜面具，其形象通常被塑造成大型猫科动物、猛禽和熊等。他们的创建减轻了无垢者的负担，毕竟无垢者在巡逻时经常成为暗杀的目标。兽面军无所畏惧，在狭窄的街道上冲向敌人，在近距离战斗中将他们斩杀。,2021-S03
10717,地下斗士团,斗士团的武器,,,,角斗竞技是最受欢迎（同时也是最危险）的娱乐方式之一。由于这些被奴役的战士必须参加各种形式的战斗，哪怕缺乏正规训练，装备也混杂而劣质，他们也必须为应对各种情况做好万全准备。在被丹妮莉丝解放后，他们宣誓效忠于她。尽管他们缺乏野外作战的经验，敌方指挥官也最好不要低估这些杂牌出身的战士。,2021
10801,铁种掠夺者,掠夺者双斧,,,,在七国的海岸线上，臭名昭著的铁种掠夺者以掠袭和海盗而闻名。掠夺者们在他们标志性的长船上工作，他们的船帆对所有在地平线上发现他们的人来说都是可怕的。尽管作为水手，铁种即使在船上也穿着轻鳞甲。他们是速战速决的部队，但没有经受过猛烈攻击的磨练。指挥官们最好还让他们远离前线。,2021-S03
10802,铁种长弓手,铁种箭头,短剑,,,由于是海上民族，铁种并不害怕溺水，他们的轻鳞甲提供了极好的保护，同时不牺牲机动性。他们的弓箭手通常来自掠夺者队伍，这使他们在近战中比大多数弓箭手更优秀。但这也指出，弓箭手不是近战部队，应该保护他们不受直接攻击。,2021-S03
10803,哈尔洛家族收割者,月牙砍刀,,,,虽然镰刀在战争中通常不是一种有效的武器，但臭名昭著的哈尔洛家族的收割者设计了一种长刃重型的月牙砍刀，这让人想起他们可怕的家族标志。收割者本身是一支轻装部队，以其致命的残暴而闻名。当敌人的士气被彻底摧毁时，盔甲又有什么用呢？说到在战场上散播恐怖，很少有人能与收割者相提并论。,S04
10804,艾枚克部下,大锤,,,,当需要一支专家部队时，来自艾枚克家族的重甲单位常作为铁种部队的绝对核心。他们厚重的皮革盔甲上覆盖着厚重的鳞甲，艾枚克部下们比铁群岛的大多数军队更能抵御攻击。也就是说，作为“重型部队”，艾枚克部下们一般相当于标准的中型步兵，直到获得突袭的战利品！,2021-S03
10805,铁种布陷人,带刺长矛,,,,强取与豪夺是铁种在五王之战中的主要动机。如果家族愿意，就让他们为铁王座而战吧。铁种有海岸要掠夺，有宝藏要搜刮，有人民要奴役。因此，铁种布陷人擅长用他们的带刺长矛和缠结渔网来阻碍敌人的力量。虽然装备简陋，武器粗糙，但猎人的狡猾和对工具的善加利用足以弥补这一点。,S04
10806,布莱克泰斯的选民,精制斧头,,,,在葛雷乔伊家族派去攻击海岸线居民的众多战士中，布莱克泰斯的选民是最令人畏惧的。当这些精锐战士到达海滩时会迅速形成队伍，扫清任何阻挡他们的防御工事或防御者。精选战士身穿鳞甲，手持精制斧头，挥舞着巨大的圆形盾牌，是海怪麾下最强大的部队之一。,S04
10807,宁静号船员,大斧,,,,那些在海怪旗帜下的人早就知道袭击和恐怖是密切相关的。因此葛雷乔伊家族的“宁静”号战舰上的船员全部由哑巴组成。战争不是一件安静的事情，但沉默的人给战场增添了一种不自然的寂静。即使死了，它们也不会发出声音。即使是纪律严明的部队也会觉得这样的人令人不安。尽管他们只穿着轻甲，但他们的磨制大斧却能轻松击破厚重的铁板。,S04
10808,淹人,短棒,,,,淹人仅以信仰为盔甲，仅以枯木棍棒和岸边的其它碎屑为武器，为海怪旗帜的追随者提供了令人惊讶的有效支持。他们在战场上的存在象征着淹神的祝福，支持着人们克服创伤，继而更加有力地打击敌人。虽然人数不多，但淹人的信仰足以让他们免于致命的打击。,S04
10809,磐石海岸劫掠者,鱼叉,,,,海怪的旗帜出现在地平线上通常意味着磐石海岸居民带来的麻烦，这在很大程度上要归功于船只带来的劫掠者。这些人习惯于快速移动，把握战机，并杀死任何挡路的人。与许多装备相似的部队相比，杀戮的冲动使他们能进行更长时间的战斗，但是在对抗重装具甲的敌人时，必须小心支援他们。,2021
10901,马泰尔长矛手,长矛,,,,五王之战中的一些大家族仰仗重型护甲作战，而马泰尔家族则依靠机动性和相互支持的原则。马泰尔长矛手在沙漠长袍外穿上轻型护甲，这样可以更好地在恶劣的气候中保持清爽，同时保持高度的机动性。他们标志性的长矛阻止了敌人的冲锋，他们的训练方式使他们能够快速形成马泰尔战斗队形。,2021
10902,沙地散兵,散兵的短弓,散兵的刀锋,,,马泰尔家族的沙地散兵把高机动性教条变成了刀锋与箭雨的致命舞蹈。他们的轻甲让他们拥有超凡的速度，可以与最快的敌人相匹敌；而训练则让他们具备了在疾袭而至的箭雨掩护下，一击即脱的致命近战技巧。如果在肉搏战中被锁定，散兵可以像任何轻便型部队一样作战，但明智的指挥官定会尽快派出救援部队。,2021
10903,阳戟城刀舞者,刀舞者刀锋,,,,阳戟城的刀舞者将马泰尔家族的高机动性教条提升至一门艺术。他们的训练使他们能够快速接战以给予猛烈的攻击，然后快速脱战以备转场，又或者是为选择更合适的目标作准备。被这种战术围困的敌人往往因轮转旋回的剑舞而惊慌失措，以至于他们会错失反应的时机。虽然刀舞者可以在肉搏战中坚持一段时间，但他们最好还是一直处于移动中。,2021
10904,阳戟城皇家护卫,皇家长矛,,,,马泰尔家族著名的阳戟城皇家护卫数量虽然不多，但在整个维斯特洛大陆都是训练有素的部队之一。他们的泛用性风格非常适合进攻和防守；即便他们的护甲比大多数马泰尔部队都厚重，他们的身体素质也能让他们跟上节奏。作为马泰尔尖兵中强大核心，皇家护卫在马泰尔部队中没有对手。,2021
10905,沙丘毒蛇,矛与网,,,,多恩的土地看上去就像是一片无际的沙丘之海，极易让人在流沙中迷失方向。但是沙丘毒蛇称这片土地为家园，并且知道每一粒沙子的位置。凭借着对地形的熟悉，他们擅长游击战术，用网和长矛骚扰敌人，在进行最后一击前诱捕敌人。沙丘毒蛇最好与友军协同作战，但在必要时，也可独自作战。,2021
10906,星坠城边境骑兵,弯刀,,,,戴恩家族是多恩最强大的封臣家族，他们的封地位于星坠城。他们以马术闻名，为马泰尔家族派遣了几支骑兵部队。星坠城边境骑兵是他们的轻骑兵部队。他们专注于游击战战术以及在该地区为友军单位提供援助。在沙漠的阳光下，他们的紫色长袍是对马泰尔家族的盟友们的欢迎标志。,2021
10907,星坠城骑士,星坠城骑枪,,,,在装备和训练军队时，气候是一个重要的因素。由于多恩气候炎热，马泰尔家族的封臣—戴恩家族的星坠城骑士所装备的盔甲就只能比大多数重骑兵都要轻。然而，虽然他们的装甲不足，但他们的速度和机动性弥补了这一点，使他们能够从意想不到的方向攻击对手，在冲锋时使用长枪造成毁灭性的效果。,2021
10908,暗黑之星追随者,弯刀,,,,杰洛·戴恩爵士的私人卫队并没有正式的名字，只是被称为暗黑之星追随者。但这足以引起敌方的担忧，因为组成这支部队的士兵不论是在举止形貌上还是在战斗风格上，都紧紧追随着“暗星”的脚步。他们会毫无征兆地从疏于防守的侧翼发起攻击，又在一阵猛敲狠打后遁去，并耐心等待另一个机会。当然，前提是如果他们有留下任何幸存者的话。,2021
11001,割喉者,斩尽杀绝,,,,虽然只有简单的护甲和轻形军备，但波顿割喉者享有残忍和冷酷的恶名，这使得他们即使不使用更为精致的武器，也可以对敌人更有效地制造恐慌。他们的尖刺狼牙棒能够轻而易举地消灭敌人，但更重要的作用是展示残暴并给敌人带来恐惧。波顿割喉者会玩弄倒下的敌人，或者对敌人来说更糟糕的事情是，把他们囚禁起来，让他们遭受更加痛苦的命运。,2021-S01
11002,黑护卫,钉刺链锤,,,,波顿家族黑护卫的冷酷残忍是每个面对过他们的敌人都知道的。他们凶残的尖刺链锤使重盾只能发挥出平庸的性能。作为波顿家族队伍中战力最为强大的步兵部队，黑护卫十分可靠，可以在战场上占据并坚守任何位置。,2021
11003,恐怖堡弓箭手,无情的齐射,短剑,,,当谈论到到最可怖的战争手段，以及那些最大限度地扩张恐怖和破坏为目的战术时，只需要看看波顿家族就知道了。他们的恐怖堡弓箭手将很乐意地松手放弦，抛射出野蛮的箭雨，瞄准他们的敌人，而且从不考虑他们正在肉搏中的战友。当然，一些盟友可能会因此受伤，但波顿家族血统里对生命完全漠视的态度可不仅仅只针对他们的敌人。,2021
11004,混种母犬,跟踪者之弓,刀刃与尖牙,,,波顿家族的混种母犬们训练有素，长于追逼，甚至可以击败重步兵，最适合作为侧卫或逃跑的敌人的追捕者。虽然它们没有足够的盔甲来对抗直击，但中了它们训犬人箭伤的敌人却也只是它们的孱弱猎物 当它们捕获敌方指挥官后，拉姆斯·波顿开始他的战后“娱乐”，一笔丰厚的奖赏也就落到了它们训犬人的手中。,2021
