Original Name,Translated Name,Translated Description,Version
Ironborn Diplomat,铁种的外交官,"每场游戏限定1次，当1个敌方NCU激活时，你可以选择2个战术区域。如果该NCU在本次激活中宣称这2个区域中的任何1个，标记至多2个敌方战斗单位。这些单位获得**恐慌**和**脆弱**。
每场游戏限定1次，当敌方NCU激活时，如果特里斯蒂芬未在战术版上，你可以选择1个战术区域。如果本轮次中该NCU未宣称该区域，在该轮次结束时，你可以激活特里斯蒂芬。",S04
Jade Fire,翡翠龙焰,"· **凶残**
· 本次攻击造成的命中无法被格挡。如果本次攻击造成任意点命中，不投掷防御骰，防御者遭受D3点伤害，每剩余1排则遭受+1点伤害，且1个位于防御者短距离范围内的敌方获得**力竭**。",2021-S01
Jagged Weapons,锯齿武器,· **凶残**,2021
Jaime's Protector,詹姆的保护者,在詹姆·兰尼斯特所在的单位被攻击后，本单位对攻击者执行1次攻击或冲锋行动。,2021
Jaime's Vassal,詹姆的属下,结算任何能力或效果时，本模型视为詹姆·兰尼斯特。,2021-S02
Joffrey's Retinue,乔佛里的随从,本单位拥有8个模型*（包括乔佛里）*，最多承受8点伤害，排数为2。,2021
Jojen's Greensight,玖健的绿之视野,"每当本单位执行1次近战攻击或冲锋行动，在该行动结算前，本单位获得下述1项：
· 可以重投任意攻击骰。
· 可以重投任意冲锋距离骰且本轮次中无视“阻碍”和“崎岖”关键词。",2021
Jokin's Protector,乔金的保护者,在乔金所在的单位被攻击后，本单位可以对该攻击者执行1次攻击或冲锋行动。,2021
Jokin's Vassal,乔金的属下,结算任何能力或效果时，本模型视为乔金。,2021
Juvenile Dragon,幼龙,"· 本单位可以承受8点伤害。
· 当布阵和行军时，本单位无视单位和地形。
· 本单位开始激活时，可以执行1次布阵行动。",2021
King's Blade,王党之刃,"**· 破甲**
· 你的对手未控制 [CROWN] 期间，此攻击获得**致命一击**且可以重投任意攻击骰。",S04
Knight’s Blade,骑士之刃,"· **破甲**
· 如果你控制 [SWORDS] ，在攻击骰投掷前，防御者获得**脆弱**。",2021
Knightly Vow,骑士的誓言,"· 部署后，标记1个敌方单位。当冲锋该敌方时，本单位可以重投冲锋距离骰。
· 你控制 [SWORDS] 期间，本单位的近战攻击骰投掷结果+1。",2021-S02
Knowledge Is Power,知识即是力量,你的战术卡手牌上限+1。游戏开始时你拥有4张手牌，每当重新补充手牌时你可以抓取至多4张牌。,S04
Lady of the Wilds,野人公主,"每当瓦迩女士宣称1个区域时，你可以将该区域的效果替换为：
*1个友方战斗单位执行1次布阵或撤退行动。*",2021-S03
Lance,骑枪,"· **破甲**
· 冲锋时，本单位每剩余1排，投掷+2攻击骰。",2021-S01
Lannister Justice,兰尼斯特的制裁,你控制 [CROWN] 期间，每当本单位执行1次行动时，在该行动结算前，长距离范围内的1个敌方遭受1次恐慌检测，本单位每剩余1排则投掷结果-1。,2021
Lannister Oppression,兰尼斯特的压迫,"· **凶残**
在攻击骰投掷前，你可以从防御者处消耗状态标记来获得下述效果：
· **恐慌**：直至本轮次结束，防御者失去所有的能力且无法成为其友方战术卡的目标。
· **脆弱**：攻击时可以重投任意攻击骰。本次攻击完成后，防御者因本次攻击每有1排被摧毁则攻击者恢复2点伤害。
· **力竭**：投掷攻击骰最高数量，且获得**破甲**。",2021-S03
Little Birds,小小鸟,"游戏开始时瓦里斯拥有3枚号令标记。
每当1个敌方NCU宣称1个区域时，在该区域效果结算后，你可以从瓦里斯处移除1枚号令标记。如果这么做，根据该区域获得下述效果：
[CROWN] ：1个敌方单位遭受1次恐慌检测。
[MONEY] ：1个友方单位恢复2点伤害。
[LETTER] ：抓取1张战术卡。
[SWORDS] ：1个敌方单位遭受3点命中。
[HORSE] ：1个友方单位调整3英寸。",S04
Little Doves,小鸽子,"游戏开始时科本拥有3枚号令标记。
当1个敌方NCU激活时，你可以从科本处移除1枚号令标记。如果这么做，选择2个区域。如果该NCU在本轮次中宣称这2个区域中的任何1个，在结算该区域效果后，标记至多2个敌方战斗单位。这些单位获得**脆弱**。",S04
Loving Counsel,忠诚的顾问,"每当克里森宣称 [CROWN] 时，你可以用下述效果替换该区域的原效果：
*抓取2张战术卡且在1个敌方战斗单位处放置1枚任意类型的状态标记。*",2021
Loyal Imposter,忠诚的冒牌者,"**影响***（每当本单位宣称1个区域时，附加本卡至1个战斗单位处直至该回合结束）*：
影响1个单位期间， 该单位士气检测结果+2。
每场游戏限定1次，任意回合开始时，你可以让你的对手获得珍妮的控制权直至该回合结束。如果这么做，你成为初始玩家。该回合中珍妮不能影响单位。",2021
Loyalty through Coin,金钱带来的忠诚,你控制 [MONEY] 期间，本单位防御骰投掷结果+1且士气检测投掷结果+1。,2021
Loyalty: Renly Baratheon,效忠：蓝礼·拜拉席恩,你的军队永远不能加入不同效忠对象的单位或附属。,2021
Loyalty: Stannis Baratheon,效忠：史坦尼斯·拜拉席恩,你的军队永远不能加入不同效忠对象的单位或附属。,2021
Lysene Charm,里斯人的魅力,"每当艾拉莉娅宣称1个区域时，标记1个友方战斗单位。你可以从该单位处移除1枚状态标记。
如果你控制 [SWORDS] ，标记该友方单位长距离范围内的1个敌方单位，该单位获得1枚状态标记。",S04
Mace & Spike,钉锤与刺盾,"在攻击骰投掷前，选择1项。本单位每有1排已被摧毁，选择+1项：
· **致命一击**
· **精准**
· 可以重投任意攻击骰。",2021
Maegi's Healing,梅吉的治疗,"每当本单位激活时，投掷1颗D3骰。结果为3时，本单位遭受1点伤害。结果为1时，选择1个效果；结果为2时，选择2个效果<i>（相同效果可重复选择）</i>：
· 本单位恢复1点伤害。
· 本单位移除1枚状态标记。",2021
Maegi's Knowledge,梅吉的智慧,"每当弥丽宣称1个区域时，恢复1个友方战斗单位1点伤害。
每当弥丽宣称1个区域时，你可以替换该区域效果为：
*选择1项：
· 标记1个友方战斗单位。附加1个已被摧毁的友方非指挥官附属至该单位处，如常替换模型，且无视常规的附属限制。
· 标记1个敌方战斗单位。该单位获得**恐慌**和**力竭**。*",S04
Maester's Healing,学士的治疗,每当伊蒙宣称1个区域时，你可以选择1个友方战斗单位为目标。该单位恢复1点伤害，每有1排已被摧毁则恢复+1点伤害。,2021
Mammoth,猛犸,"· 本单位可以承受8点伤害。
· 本单位无法控制目标。
· 本单位恐慌检测失败时，至多只受到2点伤害。
· 若本单位被摧毁，则将其移除前，标记1个与其交战的敌方。该敌方遭受D3点伤害。",2021-S01
Manipulation and Deception,操纵与欺骗,"游戏开始时派席尔拥3枚号令标记。
每当派席尔激活时，你可以从派席尔处移除1枚号令标记。如果这么做，标记1个敌方战斗单位。该单位获得**力竭**。",S04
Manticore Venom,蝎尾兽毒,每场游戏限定1次，在本单位完成1次近战攻击后，附加**蝎尾兽毒**毒药卡至防御者处直至该单位被摧毁。,2021
Marauder’s Blades,强盗之刃,"· **凶残**
· 当攻击拥有相同或更少剩余排数的敌方时，获得攻击骰投掷结果+1和 **致命一击** 。",2021-S03
Marshal,元帅,"· 本单位可以承受3点伤害。
· 本单位开始激活时，可以执行1次布阵或撤退行动。
· 短距离范围内的其它友方单位获得近战攻击骰数量+1且恐慌检测失败时遭受的伤害-1。",S04
Martial Expertise,军事提升,"每当罗德利克宣称 [SWORDS] 时，标记1个敌方战斗单位。该单位获得**脆弱**。
游戏开始时罗德利克拥2枚号令标记.
每当1个友方战斗单位执行1次近战攻击时，在攻击骰投掷后，你可以从罗德利克处消耗1枚号令标记。如果这么做，攻击者可以重投任意攻击骰。",S04
Master of the Game,游戏大师,"游戏开始时培提尔·贝里席拥2枚号令标记。
每当培提尔宣称1个区域时，你可以消耗1枚号令标记来替换该区域的效果为任意未被宣称区域的效果。
每场游戏限定1次，任意轮次开始时，你可以选择1个区域。直至该回合结束前，你视为控制该区域。",S04
Master Skinchanger,易行者大师,"· 本单位可以承受4点伤害。
· 本单位开始激活时可以执行1次布阵行动。
· 获得**瓦拉米尔的老鹰**。额外效果详见该单位数据卡的描述。",2021
Mastercraft Longsword,大师工艺长剑,永远可以重投攻击骰。,2021-S03
Mastercraft Warhammer,大师工艺战锤,"· 可重投任意攻击骰。
· 如果防御者的任意防御骰投掷结果为1，则在此攻击完成后，该单位获得**力竭**。",S04
Mercenary's Longbow,佣兵的长弓,"· 你控制 [MONEY] 期间，获得**破甲**。
· 你控制 [LETTER] 期间，在攻击骰投掷前，防御者获得**脆弱**。
· 你控制 [SWORDS] 期间，可以重投任意攻击骰。",2021
Merchant Lord's Reach,贾商领地,"每当友方NCU宣称1个区域，除非该区域效果已被替换，该区域效果获得下述额外加成：
[CROWN] 如果本次恐慌检测失败，本回合中该单位无法成为其友方号令的目标。
[MONEY] 短距离范围内的另1个友方单位恢复1点伤害。
[LETTER] 可以少抓取1张战术卡以放置+1枚状态标记在目标敌方上。
[UNDYING] 弃置你对手战术卡组顶部的1张卡。",S04
Might of The Iron Throne,铁王座的权势,"当乔佛里位于战术版期间，你视为控制 [CROWN] 。
**影响***（每当本单位宣称1个区域时，附加本卡至1个战斗单位处直至该回合结束）*：
影响1个敌方期间，该敌方恐慌检测失败时遭受+1点伤害。",2021-S01
Might of The Throne (Cortnay Penrose),铁王座的权势,"每当友方NCU宣称 [CROWN] ，你可以将该区域的效果替换为：
*科塔奈·庞洛斯所在的单位执行1次近战攻击或冲锋行动。*",S04
Might of The Throne (Kevan Lannister),铁王座的权势,"每当友方NCU宣称 [CROWN] ，你可以将该区域的效果替换为：
*凯冯·兰尼斯特所在的单位执行1次近战攻击或冲锋行动。*",S04
Misunderstood Omens,被误解的征兆,"游戏开始时放置3枚号令标记在补丁脸处。
任意回合开始时，你可以从补丁脸处消耗1枚号令标记。如果这么做，你可以声称1张战术卡的名称。如果你的对手手上拥有1张或多张与声称同名的战术卡，则必须弃置1张同名的战术卡。",2021
Mother of Dragons,龙之母,每场游戏限定1次，任意轮次开始时，你可以搜索你的战术卡组或弃牌堆中的1张丹妮莉丝指挥官卡并加入至你的手牌中。然后洗匀你的战术卡组。,2021
Motivated by Coin (Bronn),金钱的激励,"每当友方NCU宣称 [MONEY] 时，你可以替换该区域效果为：
*波隆所在的单位执行1次攻击行动。*",2021
Motivated by Coin (Daario Naharis),金钱的激励,"每当友方NCU宣称 [MONEY] 时，你可以替换该区域效果为：
*达里奥·纳哈里斯所在的单位执行1次攻击行动。*",2021
Motivated by Coin (Fortune Seeker),金钱的激励,"每当友方NCU宣称 [MONEY] 时，你可以替换该区域效果为：
*寻求财富之人所在的单位执行1次攻击行动。*",2021
Motivated by Coin (Nute),金钱的激励,"每当友方NCU宣称 [MONEY] 时，你可以替换该区域效果为：
*纽特所在的单位执行1次攻击行动。*",2021
Motivated by Coin (Stormcrow Dervishes),金钱的激励,"每当友方NCU宣称 [MONEY] 时，你可以替换该区域效果为：
*1个暴鸦团刀舞者单位执行1次攻击行动。*",2021
Motivated by Coin (Stormcrow Mercenaries),金钱的激励,"每当友方NCU宣称 [MONEY] 时，你可以替换该区域效果为：
*1个暴鸦团佣兵单位执行1次攻击行动。*",2021
Motley Armaments,混杂的军备,"攻击时，选择1项；如果攻击敌方的侧翼或后方时，选择2项：
· +1 攻击骰和 **致命一击**。
· 本轮次中防御者失去所有的能力。",2021-S03
Mummer's Blade,血戏班之刃,如果攻击1个在本回合中还未激活的敌方，在攻击骰投掷前，防御者获得**力竭**。,2021
Names On The List,暗杀名单,每当长距离范围内的友方单位失去1排时，在本卡上放置1枚号令标记。每当本单位执行1次近战攻击时，在投掷攻击骰前，你可以从本卡上移除1枚号令标记。如果你这么做，在攻击完成后，从防御者处摧毁1个步兵附属。,2021
Necessary Sacrifices,必要的牺牲,每场游戏限定1次，每当1个友方战斗单位即将被摧毁时，作为替代，该单位以剩余D3点伤害继续留在战场上。直至游戏结束，该单位被视为拉赫洛单位。,S04
Negotiator,谈判者,"**影响***（每当本单位宣称1个区域时，附加本卡至1个战斗单位处直至该回合结束）*：
每当亚莲恩·马泰尔影响1个单位，选择1项：
· 影响1个敌方单位期间，该单位的附属失去所有能力。
· 影响1个敌方单位期间，该单位无法成为友方号令的目标。",2021
Never Do What They Expect,出其不意,游戏开始时艾莉亚拥有2枚号令标记。敌方轮次开始时，你可以从艾莉亚处消耗1枚号令标记。如果这么做，标记1个友方步兵单位。该单位执行1次布阵或撤退行动。,2021-S01
Noble’s Wrath,贵族的怒火,"· **破甲**
· 本单位每遭受1点伤害则+2点命中。",2021
Northern Resilience,北境的韧性,"**影响***（每当本单位宣称1个区域时，附加本卡至1个战斗单位处直至该回合结束*）：
影响1个单位期间，该单位获得士气检测投掷结果+1，且恐慌检测失败时遭受的伤害-1。",S04
Oppressive Peacekeeping,压迫性执法,你控制 [CROWN] 期间，位于本单位短距离范围内的敌方士气检测结果-1。,2021
Order: Adaptive Planning,号令：适应性规划,"**任意轮次开始时：**
标记长距离范围内的1个战斗单位。将该单位持有的1枚状态标记替换为任意其他状态标记。",2021
Order: Adaptive Style,号令：运用自如,"**当本单位攻击或被攻击时，在攻击骰投掷前：**
选择1项：
· 在本次攻击中本单位防御骰投掷结果+1且恐慌检测投掷结果+2。
· 本次攻击获得**致命一击**和**破甲**。",S04
Order: Battle Plan,号令：战斗计划,"**任意轮次开始时：**
弃置2张战术卡以搜索你战术卡组中的1张卡加入至你的手牌中。然后洗匀你的战术卡组。",2021
Order: Charging Volley,号令：齐射、冲锋,"**当本单位完成1次远距攻击时：**
本单位对防御者执行1次冲锋行动。",2021
Order: Counterstrategy,号令：对策,"**当短距离范围内的敌方使用号令或成为战术卡的目标时：**
投掷1颗骰子：结果为3+时，取消该号令或战术卡的效果。",2021
Order: Divide The Spoils,号令: 分赃,"**任意轮次开始时：**
标记短距离范围内的1个友方葛雷乔伊家族单位。
你可以从该单位处移除1枚劫掠标记然后放置1枚劫掠标记在该单位短距离范围内的另1个友方葛雷乔伊家族单位处。",2021-S03
Order: Drowned God's Blessing,号令：淹神的祝福,"**任意轮次开始时：**
标记短距离范围内的1个友方葛雷乔伊步兵单位并选择1项：
· 该单位恢复2点伤害。
· 本轮次中该单位可以重投任意攻击骰。
· 本轮次中攻击该单位的敌方获得**脆弱**。",2021
Order: Grisly Example,号令：恐怖的例子,"**任意轮次开始时：**
本单位遭受1点伤害。标记所有短距离范围内的敌方。这些敌方获得**恐慌**。",2021
Order: Hidden Traps,号令：隐藏的陷阱,"**当长距离范围内1个未交战的敌方执行任意行动，在该行动结算前：**
选择1项：
· 该敌方遭受1点命中，每有1排则遭受+1点命中。
· 直到本轮次结束，该敌方遭受-1 [MOVEMENT] 。",2021-S01
Order: Hold The Line!,号令：坚守战线！,"**当本单位激活时：**
标记1个与本单位交战的敌方。 该敌方遭受2点命中，本单位每剩余1排则+1点命中。",2021-S01
Order: Incite,号令：煽动,"**当本单位执行1次近战攻击，在攻击骰投掷前：**
本次攻击获得**凶残**且投掷最高攻击骰数。",2021
Order: Just Shares,号令：公正的分享,"**任意轮次开始时：**
标记长距离范围内的1个友方战斗单位。从该单位处转移1枚**劫掠标记**至其短距离范围内另1个拥有劫掠能力的友方单位处。",2021
Order: King’s Blade,号令：王党之刃,"**在本单位被攻击后：**
搜索你战术卡组或弃牌堆中1张**怒火燎原**并加入至你的手牌中，然后洗匀你的战术卡组。",2021
Order: Lannister Supremacy,号令：兰尼斯特至高无上,"**本单位遭受敌方的攻击后：**
标记攻击者，使其遭受1次恐慌检测。本单位每剩余1排，该敌方的恐慌检测投掷结果-1，且失败后遭受的伤害+1。",2021
Order: Laws of the Realm,号令：王国的法律,"**位于短距离范围内的1个敌方攻击时，在攻击骰投掷前：**
在决定攻击骰数量时，该敌方视为-1排。如果该敌方只剩余1排，该敌方获得**脆弱**。",2021
Order: Mark Target,号令：标记目标,"**友方轮次开始时：**
标记长距离及视野范围内的1个敌方。该敌方获得**脆弱**。",2021
Order: Martial Training,号令：武艺训练,"**当本单位执行近战攻击，在攻击骰投掷前：**
本次攻击可以重投任意攻击骰且防御者获得**脆弱**。",2021
Order: Noble's Bolster,号令：贵族的激励,"**当长距离范围内的友方战斗单位即将获得状态标记时：**
该单位不获得该标记。",S04
Order: Overrun,号令：蹂躏,"**当本单位高歌猛进时：**
替代高歌猛进，本单位执行1次冲锋或行军行动。",S04
Order: Overwatch,号令：守望射击,"**1个敌方在本单位的长距离及视野范围内结束行军或布阵行动后：**
本单位对该敌方执行1次远距攻击行动。",2021
Order: Pit Fighter Rage,号令：斗士团的怒火,"**当本单位执行1次近战攻击，在攻击骰投掷前：**
防御者获得**脆弱**、**恐慌**和**力竭**。在本次攻击完成后，攻击者遭受2点伤害。",2021
Order: Queen’s Blade,号令：后党之刃,"**当短距离范围内的1个友方拉赫洛单位被攻击时，在攻击骰投掷前：**
搜索你战术卡组或弃牌堆中1张**拜拉席恩的正义**并加入至你的手牌中，然后洗匀你的战术卡组。",2021-S02
Order: Quick Fire,号令：快速射击,"**本单位完成布阵或撤退行动后：**
本单位可以执行1次远距攻击行动。",2021
Order: Raven Flock,号令：群鸦纷至,"**长距离范围内的敌方执行攻击时，在该攻击结算前：**
该攻击遭受攻击骰投掷结果-1。",S04
Order: Ready! Aim! Release!,号令：准备！瞄准！释放！,"**当1个敌方对本单位执行冲锋行动，在该冲锋行动结算前：**
如果冲锋开始时敌方位于本单位的正面，本单位使用最低攻击骰数对该敌方执行1次远距攻击行动。",2021-S01
Order: Reckless Heroism,号令：鲁莽主义,"**当本单位执行冲锋行动，在该行动结算前：**
本单位遭受D3点伤害，然后冲锋距离骰投掷结果视为6。",2021
Order: Resilience,号令：韧性,"每当敌方对本单位执行攻击时，在攻击骰投掷后：**
每2点未格挡命中，仅会使本单位遭受1点伤害。",S04
Order: Scavenge,号令：寻觅,"**在1个敌方对本单位完成1次攻击后：**
本单位获得1枚劫掠标记。",2021
Order: Scout Openings,号令：侦查缺口,"**友方轮次开始时：**
标记长距离范围内的1个敌方。直至该轮次结束，友方单位对该敌方的攻击可以重投任意攻击骰且获得**精准**。",2021
Order: Sentinel,号令：哨兵,"**长距离范围内的另1个友方单位被攻击后：**
本单位执行1次冲锋或布阵行动。如果冲锋，本单位必须以攻击者为目标。",2021
Order: Set an Example,号令：杀鸡儆猴,"**任意轮次开始时：**
标记位于短距离范围内的所有敌方。这些单位获得恐慌。掷1颗骰子，结果为6时，摧毁席恩。",2021
Order: Set for Charge,号令：戒备冲锋,"**当本单位遭受正面或侧翼的成功冲锋时：**
如果本单位未与其他敌方交战，在攻击者结算近战攻击前，本单位对该攻击者执行1次近战攻击行动。",2021
Order: Shield Wall,号令：盾墙,"**当本单位遭受敌方的近战攻击，在防御骰投掷后：**
如果本单位被敌方从正面或侧翼攻击，本单位每剩余1排则格挡+1点。",2021
Order: Shieldwall,号令：盾墙,"**当本单位遭受敌方的近战攻击，在防御骰投掷后：**
如果本单位被敌方从正面或侧翼攻击，本单位每剩余1排则格挡+1点。",2021
Order: Sow Discord,号令：离间,"**任意轮次开始时：**
标记长距离范围内的1个敌方。该敌方遭受1次士气检测，每被摧毁1排则投掷结果-1。如果失败，该敌方失去所有的能力直至该回合结束。",2021
Order: Spread Fear,号令：恐惧扩散,"**与本单位交战的敌方恐慌检测失败时：**
标记长距离范围内的另1个敌方单位。该敌方单位遭受1次恐慌检测，且本单位每剩余1排则投掷结果-1。如果失败，该敌方单位遭受+1点伤害。",2021
Order: Stark Fury,号令：史塔克之怒,"**当本单位执行1次近战攻击，在攻击骰投掷前：**
本次攻击获得**致命一击**和**破甲**。在本次攻击结束后，本单位遭受2点伤害，每有1排已被摧毁则-1点伤害。",2021
Order: Stay At Your Posts!,号令: 坚守岗位！,"**当1个位于短距离范围内的友方单位通过士气检测时：**
该单位恢复1点伤害，每被摧毁1排则额外+1点伤害。",2021-S03
Order: Strange Relics,号令：奇怪的遗物,"**当本单位激活时：**
本单位遭受1点伤害。标记长距离范围内的1个敌方。该敌方获得1枚状态标记。",2021
Order: Superior Flanking,号令：侧翼优势,"**当1个友方单位在长距离范围内执行1次攻击，在攻击骰投掷前：**
如果攻击防御者的侧翼或后方，防御者获得**恐慌**和**脆弱**。",2021
Order: Supply Aid,号令：紧急援助,"**友方轮次开始时：**
本单位遭受至多3点伤害。长距离范围内的另1个友方单位恢复1+等量的伤害。",2021
Order: Swift Retreat,号令：迅捷撤退,"**当敌方对本单位完成1次近战攻击后：**
本单位执行1次撤退行动。",2021
Order: Tactical Reposition,号令：战术重组,"**任意敌方轮次开始时：**
标记短距离范围内的1个友方单位为目标，该单位调整3英寸。",2021
Order: Taking a New Name,号令：取个新名,"**友方轮次开始时：**
摧毁本模型并用1个已被摧毁的步兵附属替换本模型。该附属获得**号令：取个新名**。 本回合中该号令视为已使用。",2021
Order: Taunt,号令：嘲讽,"**当长距离范围内得1个敌方激活时：**
本轮次中，如果该敌方可以攻击或冲锋本单位，且宣布执行攻击或冲锋本单位以外的任何行动，在执行该行动前，该敌方获得**力竭** 和 **脆弱**。",2021-S03
Order: Thenn Supremacy,号令：瑟恩至高无上,"**本单位遭受敌方的攻击后：**
标记攻击者，使其遭受1次恐慌检测。本单位每剩余1排，该敌方的恐慌检测投掷结果-1，且失败后遭受的伤害+1。",2021
Order: Threaten,号令：威胁,"**友方轮次开始时：**
标记位于长距离及视野范围内的1个敌方。该敌方获得**力竭**。",2021-S03
Order: To The Last!,号令：至死方休！,"**当本单位即将被摧毁：**
本单位执行1次士气检测。如果成功，本单位不被摧毁，而是剩余1点伤害继续留在战场上，然后获得**恐慌**和**脆弱**。",2021
Order: Trapper's Tools,号令：布陷人的工具,"**任意轮次开始时：**
标记位于本单位短距离及视野范围内的1个敌方。该敌方获得**脆弱**或**力竭**。如果本单位拥有2枚劫掠标记，该敌方同时获得2枚状态标记。",S04
Order: Trophy Collecting,号令：收集战利品,"**当叮当衫指挥官战术卡附加至1个友方单位后：**
搜索你战术卡组或弃牌堆中1张叮当衫指挥官战术卡且附加至本单位。然后洗匀你的战术卡组。",2021-S03
Order: Unsuspecting Charge,号令：决绝的冲锋,"**当1个位于长距离范围内的友方单位激活时：**
在本轮次中，该单位无法成为敌方号令或战术卡的目标。在本轮次中，该单位必须执行1次冲锋行动。",2021
Order: War Cry,号令：战吼,"**友方轮次开始时：**
本单位执行1次士气检测。
如果成功，标记长距离范围内的1个敌方。该敌方获得**恐慌**或**脆弱**。",2021-S02
Orders of the Crown (Cortnay Penrose),王冠的命令,"每当友方NCU宣称 [CROWN] ，你可以将该区域的效果替换为：
*科塔奈·庞洛斯所在的单位执行1次布阵或行军行动。*",2021
Orders of the Crown (Joffrey Baratheon),王冠的命令,"每当友方NCU宣称 [CROWN] ，你可以将该区域的效果替换为：
*乔佛里·拜拉席恩所在的单位执行1次布阵或行军行动。*",2021-S02
Orders of the Crown (Preston Greenfield),王冠的命令,"每当友方NCU宣称 [CROWN] ，你可以将该区域的效果替换为：
*普列斯顿·格林菲尔所在的单位执行1次布阵或行军行动。*",2021
Outflank,翼侧迂回,你可以将本单位放置在战场一旁的后备区里而不是部署。当任意回合开始时，如果你不是初始玩家，你可以在友方桌边或任意侧翼桌边的短距离范围内部署1个后备区里的单位，并处于未激活状态。,2021-S02
Outrider’s Bow,哨卫骑兵之弓,如果本单位在本轮次中未执行骑兵能力的布阵行动，本次攻击获得 **精准**，攻击骰投掷结果 +1且获得 [LONGRANGE] 。,2021-S03
Pathfinder,开拓者,本单位无视“危险”“阻碍”和“崎岖”关键词。,2021
Perseverance and Valor,毅力与英勇,当本单位执行近战攻击，在投掷攻击骰前，恢复1点伤害。,2021
Pirate's Blades,海盗之刃,"· **致命一击**
· 如果本单位拥有2枚劫掠标记，本单位投掷最高攻击骰数。
· 本次近战攻击完成后，本单位每拥有1枚劫掠标记则恢复1点伤害。",S04
Playing The Game,光明正大,"游戏开始时瑟曦拥有2枚号令标记。
每当瑟曦宣称1个区域时，你可以从瑟曦处移除1枚号令标记。
如果这么做，执行下述效果：
如果你控制了 [CROWN] ，搜索你的战术卡组或弃牌堆中1张**听我怒吼！**卡并将其添加至你的手牌中，然后洗匀你的战术卡组。
如果你控制了 [MONEY] ，搜索你的战术卡组或弃牌堆中1张**武力征服**卡并将其添加至你的手牌中，然后洗匀你的战术卡组。",2021
Poisoned Gifts,有毒的恩赐,如果本单位是葛雷乔伊家族单位，部署时便获得2枚**劫掠标记**。当本单位执行1次行动，在该行动结算前，本单位遭受1点伤害。,2021-S03
Poisoned Tridents,涂毒的三叉戟,"投掷攻击骰前，选择1项：
· 防御者获得**力竭**。
· 附加1张泽地毒药卡至防御者处。",2021
Precision,精准,本单位的近战攻击获得**精准**。,2021
Predator's Instincts,掠食者本能,每当本单位冲锋时，该单位冲锋距离骰投掷结果为1或2时遭受无序的冲锋。当本模型的易形者所在单位冲锋本单位，该易形者单位可以重投任意冲锋距离骰。,2021
Prey On Fear,猎食恐惧,每当与本单位处于交战中的1个敌方恐慌检测失败，本单位恢复2点伤害。,2021
Price of Honor,荣誉的代价,任意轮次开始时，你可以摧毁艾德。如果这么做，标记1个敌方NCU。直至本回合结束，该NCU不能激活且失去所有能力。,2021-S03
Protection of the Crown,王冠守护,控制 [CROWN] 期间，每当本单位被攻击时，可以重投任意防御骰。,2021
Proxy Orders,代理命令,"每当道朗·马泰尔宣称1个区域时，你可以替换该区域效果为：
*选择1项：
· 阿利欧·何塔所在的单位可以转向然后执行1次行军行动。
· 阿利欧·何塔所在的单位可以执行1次撤退行动。*",S04
Pulling Weeds,除草,"每当奧莲娜宣称1个区域，标记1个敌方NCU并选择1项：
· 该NCU失去所有能力直至回合结束。
· 本回合中如果该NCU宣称1个区域，在该区域效果结算前，标记1个敌方战斗单位。该单位遭受D3点命中且获得**力竭**。",2021
Pummeling Fists,重拳出击,"· **致命一击**
· **破甲**",2021
Queen's Blade,后党之刃,你的对手未控制 [CROWN] 期间，对手无法消耗本单位的**脆弱**和**恐慌**标记。,S04
Queen's Influence,王后的影响,"游戏开始时托曼拥有2枚号令标记。
每当托曼宣称1个区域时，你可以从托曼处移除1枚号令标记。如果这么做，执行下述效果：
如果你控制了 [CROWN] ，搜索你的战术卡组或弃牌堆中1张**阴谋与诡计**卡并将其添加至你的手牌中，然后洗匀你的战术卡组。
如果你控制了 [MONEY] ，搜索你的战术卡组或弃牌堆中1张**贿赂**卡并将其添加至你的手牌中，然后洗匀你的战术卡组。",S04
Queen's Promises,女王的承诺,"**影响***（每当本单位宣称1个区域时，附加本卡至1个战斗单位处直至该回合结束）*：
每当阿莎影响1个单位时，从该单位处移除1枚状态标记。
影响1个友方单位期间，该单位每拥有1枚劫掠标记则士气检测投掷结果+1。每当该单位通过士气检测，标记1个与其交战的敌方。每拥有1枚劫掠标记则该敌方遭受1点命中。",S04
R'hllor's Magics,拉赫洛的魔法,"每场游戏限定1次，在任意轮次开始时，你可以使用此能力。如果这么做，直到轮次结束前，你的对手不可以使用号令或战术卡。
每场游戏限定1次，当马奇罗宣称1个区域时，你可以替换该区域效果为：
*将1个已被摧毁的友方附属返场，附加至1个友方战斗单位处，替换1个通用模型并无视常规的附属限制。*",2021-S03
Raided Armaments,攫取武器,如果本单位拥有2枚劫掠标记，防御骰投掷结果+1。,2021-S03
Raiders Of The Free Cities,自由贸易城邦的掠夺者,"每当本单位用近战攻击摧毁敌方1排时，在本次攻击完成后，本单位获得1枚劫掠标记。本单位至多拥有2枚劫掠标记。
根据劫掠标记数量，本单位获得下述效果*（效果可以累加）*：
· 1+：士气检测投掷结果+1。
· 2：攻击骰数量+1。",2021-S03
Rally Banner,集结的旗帜,每当1个位于短距离范围内的友方单位通过1次士气检测，该单位恢复1点伤害。,2021-S03
Rally Cry,集结号,每当本单位执行1次近战攻击，在投掷攻击骰前，选择长距离范围内的1个其它友方单位。该单位恢复2点伤害。,2021
Rally Point,集结点,短距离范围内的友方单位可以以本单位的士气值执行所有类型的士气检测。,2021
