Original Name,Translated Name,Translated Description,Version
Intimidating Presence,盛氣凌人,與此單位接戰的敵方單位承受士氣檢測投擲結果-1，且恐慌檢測失敗時承受+1點傷害。,2021
Intimidation Of The Crown,王權的威嚇,若你控制[CROWN]，當此單位執行近戰攻擊，攻擊骰投擲前，防守者承受**恐慌**和**力竭**。,2021
Intrigue and Subterfuge,陰謀與詭計,一局遊戲一次，當敵方NCU啟動時，該NCU失去所有能力直至該回合結束。,2021-S03
Iron Credit,鐵的聲望,"每當短距離內的友方單位獲得1枚劫掠標記，放置1枚號令標記在此卡上。在此單位執行近戰攻擊前，你可以從此卡移除至多2枚號令標記，並獲得下述效果*(效果可以累加)*：
•**1+:**你可以從此單位移除1枚狀態標記。
•**2:**此單位可以投擲最高攻擊骰數。",2021
Iron Resolve,鋼鐵意志,"此單位的恐慌檢測投擲結果+1，
且恐慌檢測失敗時承受的傷害-1。",2021
Ironborn Arrows,鐵種箭矢,攻擊敵方側翼或背後時可以重擲攻擊骰。,2021
Ironborn Diplomat,鐵種外交官,"一局遊戲一次，當敵方NCU啟動時，你可以選擇2個戰術區域。
若該NCU在該次啟動中宣告了其中一者，標記至多2個敵方戰鬥單位。他們承受**恐慌**和**脆弱**。

一局遊戲一次，當敵方NCU啟動時，若特里史蒂芬沒有在戰術版上，你可以選擇1個戰術區域。若該NCU此輪次宣告了該區域，在該輪次結束時，你可以啟動特里史蒂芬。",S04
Jade Fire,碧綠龍焰,•**兇狠**•此單位的命中無法格擋。若此攻擊造成**任何**命中，防禦者不能投擲防禦骰，而是承受Ｄ３點傷害，並依據防禦者剩餘排數承受+1點傷害，同時防禦者短距離內的１個敵方單位承受**力竭**。,2021-S01
Jagged Weapons,鋸齒武器,• **兇狠**,2021
Jaime's Protector,詹姆的守護者,當詹姆•蘭尼斯特單位被攻擊後，此單位可以對攻擊者執行1次或衝鋒行動。,2021
Jaime's Vassal,詹姆的從屬,結算所有遊戲效果時，此模型視作詹姆˙蘭尼斯特。,2021-S02
Joffrey's Retinue,喬佛里的侍從,此單位有8個模型*(包括喬佛里)*，擁有8點傷害，以及2排。,2021
Jojen's Greensight,玖健的綠之視野,"每當此單位執行攻擊或衝鋒行動，結算該行動前，獲得下述1項效果:
• 可以重擲任意攻擊骰。
• 該輪次可以重擲任意衝鋒距離骰，同時忽略崎嶇及阻礙的地形關鍵字。",2021
Jokin's Protector,喬金的守護者,"喬金的單位被攻擊後，
此單位可以對攻擊者執行１次攻擊
或是衝鋒行動。",2021
Jokin's Vassal,喬金的從屬,結算所有遊戲效果時，此模型視作喬金。,2021
Juvenile Dragon,幼龍,"‧此單位可以承受８點傷害。
‧此單位佈陣與行軍時忽略單位與地形。
‧此單位的啟動開始前可以執行1次佈陣行動。",2021
King's Blade,王者之劍,"**•破甲**
•當你的對手沒有控制 [CROWN]期間，此次攻擊獲得**致命一擊**，且可以重擲任意攻擊骰。",S04
Knight’s Blade,騎士之劍,"•**破甲**
•若你控制[LETTER]，攻擊骰投擲前，防守者承受**脆弱**。",2021
Knightly Vow,騎士誓言,•部屬後，標記1個敵方單位。每當攻擊或衝鋒該敵方單位時，可以重擲任意衝鋒距離骰。•當你控制[SWORDS]期間，此單位近戰攻擊獲得命中結果+1。,2021-S02
Knowledge Is Power,知識就是力量,增加你的戰術手牌上限+1。遊戲開始時你擁有4張手牌，且補牌時可以補至4張。,S04
Lady of the Wilds,野人公主,"每當瓦邇公主宣告戰術區域，你可以將該區域效果替換成:
*1個友方戰鬥單位執行1次佈陣或撤退行動。*",2021-S03
Lance,騎槍,• **破甲**• 衝鋒時，依據此單位剩餘排數投擲+2攻擊骰。,2021-S01
Lannister Justice,蘭尼斯特正義,當你控制[CROWN]，每當此單位執行行動，結算該行動前，1個長距離範圍內的敵方單位承受1次依據自身折損排數造成投擲結果-1的恐慌檢測。,2021
Lannister Oppression,蘭尼斯特威壓,• **兇狠**攻擊骰投擲前，你可以從防守者身上消費狀態標記來獲得下述效果:• **恐慌**:直至該輪次結束，防守者失去所有能力且不能夠成為友方戰術卡目標對象。• **脆弱**: 此次攻擊可以重擲任意攻擊骰。攻擊完成後，依據此次攻擊中防守者被殲滅的排數，回復+2點傷害。• **力竭**: 此次攻擊可以投擲最高攻擊骰數，並且獲得**破甲**。,2021-S03
Little Birds,小小鳥,"瓦里斯在遊戲開始時擁有3枚號令標記。

每當敵方NCU宣告戰術區域，
結算區域效果後，你可以從瓦里斯移除１枚號令標記。
若你如此做，依據該戰術區域執行：
[CROWN]：１個敵方單位承受１次恐慌檢測。
[MONEY]：１個友方單位回復２點傷害。
[LETTER]：抽取１張戰術卡。
[SWORDS]：１個敵方單位承受３點命中。
[HORSE]：１個友方單位位移３吋。",S04
Little Doves,小信鴿,"科本在遊戲開始時擁有3枚號令標記。

每當敵方NCU啟動時，你可以從科本移除1枚號令標記。
若你如此做，選擇2個戰術區域。若該敵方NCU此輪次宣告其中任一個，該區域效果結算後，標記至多2個敵方戰鬥單位。他們承受**脆弱**。",S04
Loving Counsel,忠誠的顧問,"每當克里森宣告[CROWN] ，你可以將戰術區域效果替換成：
*抽取2張戰術卡且在1個敵方戰鬥單位上放置1枚任意類型的狀態標記。",2021
Loyal Imposter,忠誠的冒牌貨,"**影響力** *(每當此單位宣告戰術區域時，
將此卡附屬至1個戰鬥單位直至該回合結束)* :
當影響單位時，該單位獲得士氣檢測投擲結果+2。
一局遊戲一次，任意回合開始時，你可以讓你的對手獲得珍妮的控制權直至該回合結束。若你如此做，你將成為先手玩家。珍妮該回合不能影響單位。",2021
Loyalty through Coin,為錢效命,當你控制[MONEY]時，此單位獲得防守骰投擲結果+1及士氣檢測投擲結果+1。,2021
Loyalty: Renly Baratheon,效忠：藍禮•拜拉席恩,你的軍隊不能加入不同效忠對象的單位或附屬。,2021
Loyalty: Stannis Baratheon,效忠：史坦尼斯•拜拉席恩,你的軍隊不能加入不同效忠對象的單位或附屬。,2021
Lysene Charm,里斯人的魅力,"每當艾拉莉婭宣告戰術區域時，
標記1個友方戰鬥單位。你可以
從該單位移除1枚狀態標記。
若你控制[SWORDS]，選擇被標記友方單
位長距離範圍內的1個敵方單位。他們獲得1枚狀態標記。",S04
Mace & Spike,釘頭槌與尖刺,"攻擊骰投擲前，選擇1項。依據此單位已被殲滅排數，選擇+1項:
•**致命一擊**
•**精準**
•重擲任意攻擊骰。",2021
Maegi's Healing,學士治療,每當伊蒙宣告戰術區域，你可以標記1個友芳戰鬥單位。該單位回復1點傷害，並依據自身已被殲滅排數回復+1點傷害。,2021
Maegi's Knowledge,巫魔女的知識,"每當彌麗宣告戰術區域時，1個友方戰鬥單位回復1點傷害。

每當彌麗宣告戰術區域時，你可以將該區域效果替換成下述效果：
*選擇1項:
•標記1個友方戰鬥單位。
將1個已被殲滅的友方非指揮官附屬至該單位，替換一個普通模型，且忽略常規的附屬限制。
•標記1個敵方戰鬥單位。他們承受**恐慌**與**力竭**。*",S04
Maester's Healing,學士的治療,每當伊蒙宣告戰術區域，你可以標記1個友方戰鬥單位。該單位回復1點傷害，依據已被殲滅排數，回復+1點傷害。,2021
Mammoth,猛瑪,•此單位可以承受8點傷害。•此單位無法控制目標標記。•此單位恐慌檢測失敗時至多只會承受2點傷害。•每當此單位被殲滅時，移除前，標記1個接戰的敵方單位，他們承受D3點傷害。,2021-S01
Manipulation and Deception,操弄和欺騙,"派席爾在遊戲開始時擁有3枚號令標記。
每當派席爾啟動時，你可以從派席爾移除１枚號令標記。
若你如此做，標記1個敵方戰鬥單位。他們承受**力竭**。",S04
Manticore Venom,蠍尾獸毒,"一局遊戲一次，當此單位完成近戰攻擊
後，將**蠍尾獸毒**毒藥卡附屬到防守者，
直至該單位被殲滅。",2021
Marauder’s Blades,掠奪者利刃,•**兇狠**•攻擊與自身相同或是較少排數的敵人時獲得命中結果+1和•**致命一擊**。,2021-S03
Marshal,統領,"•此單位可以承受3點傷害。
• 此單位的啟動開始前可以執行1次佈陣或撤退行動。
•短距離範圍內的其他友方單位執行近戰攻擊時獲得+1攻擊骰，且恐慌檢測失敗時-1點傷害。",S04
Martial Expertise,軍事專家,"每當羅德利克宣告[SWORDS]，標記1個敵方戰鬥單位。
該單位承受**脆弱**。
羅德利克在遊戲開始時擁有2枚號令標記。
每當友方單位執行近戰攻擊，攻擊執骰後，你可以從羅德利克移除1枚號令標記。
若你如此做，攻擊者可以重擲任意攻擊骰。",S04
Master of the Game,遊戲大師,"貝里席在遊戲開始時擁有2枚號令標記。
每當貝里席宣告戰術區域時，你可以從消費１枚號令標記將該戰術區域的效果替換成任意未被宣告的戰術區域效果。

一局遊戲一次，任意輪次開始時，你可以選擇１個戰術區域。
直至該回合結束，你視作控制該戰術區域。",S04
Master Skinchanger,易形者大師,"• 此單位可以承受4點傷害。
• 此單位的啟動開始前可以執行1次佈陣行動。
•獲得**瓦拉米爾的老鷹**。額外效果詳見單位卡的描述。",2021
Mastercraft Longsword,精緻鍛造長劍,• **破甲**,2021-S03
Mastercraft Warhammer,精工戰錘,"•可以重擲任意攻擊骰。
•若防守者擲出任意1的防禦骰，此次攻擊結束後，他們承受**力竭**。",S04
Mercenary's Longbow,傭兵長弓,"‧當你控制[MONEY]時，獲得**破甲**。

‧當你控制[LETTER]時，攻擊骰投擲前，
  防禦者承受**脆弱**。

‧當你控制[SWORDS]時，可以重擲任意
  攻擊骰。",2021
Merchant Lord's Reach,商賈領地,"每當友方NCU宣告戰術區域，除非該效果已被替換，該效果依據下述獲得增益:
[CROWN]：若該單位此次恐慌檢測失敗，此回合則不能夠作為友方的號令標記對象。
[MONEY]：另1個短距離範圍內的友方單位回復1點傷害。
[LETTER]：可以少抽1張戰術卡，並在標記的敵方單位上多放置1枚狀態標記。
[UNDYING]：同時棄置對手戰術卡堆最上面的卡。",S04
Might of The Iron Throne,鐵王座的威力,當喬佛里在戰術版上時，你視作控制[CROWN]。**影響力** *(每當此單位宣告戰術區域時，**將此卡附屬至1個戰鬥單位**直至該回合結束)* :當影響敵方單位期間，該敵方恐慌檢測失敗時承受+1點傷害。,2021-S01
Might of The Throne (Cortnay Penrose),王權的威力,"每當友方NCU宣告[CROWN]，你可以將該戰術區域效果替換成:
*柯塔奈•龐洛斯的單位執行1次近戰攻擊或衝鋒行動。*",S04
Might of The Throne (Kevan Lannister),王權的威力,"每當友方NCU宣告[CROWN]，你可以將該戰術區域效果替換成:
*凱馮•蘭尼斯特的單位執行1次近戰攻擊或衝鋒行動。*",S04
Misunderstood Omens,被曲解的徵兆,"遊戲開始時放置3枚號令標記在補丁臉上。
任意回合開始時，你可以從補丁臉消耗1枚號令標記。
若你如此做，你可以宣告一張戰術卡的名稱。若你的對手手上擁有1張或多張與宣告同名的戰術卡，他們必須棄置1張同名的戰術卡。",2021
Mother of Dragons,龍之母,"一局遊戲1次，任意輪次開始時，
你可以從你的戰術卡堆或棄牌堆中搜尋１張丹妮莉絲的指揮官卡牌加入手中。洗勻你的戰術卡堆。",2021
Motivated by Coin (Bronn),金錢利誘,"每當友方ＮＣＵ宣告[MONEY]，
你可以將該戰術區域效果替換為：
波隆的單位執行１次攻擊行動。",2021
Motivated by Coin (Daario Naharis),金錢利誘,"每當友方ＮＣＵ宣告[MONEY]，
你可以將該戰術區域效果替換為：
達里奧•納哈里斯的單位執行１次攻擊行動。",2021
Motivated by Coin (Fortune Seeker),金錢利誘,"每當友方ＮＣＵ宣告[MONEY]，
你可以將該戰術區域效果替換為：
財富追尋者的單位執行１次攻擊行動。",2021
Motivated by Coin (Nute),金錢利誘,"每當友方ＮＣＵ宣告[MONEY]，
你可以將該戰術區域效果替換為：
努特的單位執行１次攻擊行動。",2021
Motivated by Coin (Stormcrow Dervishes),金錢利誘,"每當友方ＮＣＵ宣告[MONEY]，
你可以將該戰術區域效果替換為：
1個暴鴉團劍舞者單位執行１次攻擊行動。",2021
Motivated by Coin (Stormcrow Mercenaries),金錢利誘,"每當友方ＮＣＵ宣告[MONEY]，
你可以將該戰術區域效果替換為：
1個暴鴉團傭兵單位可以執行１次攻擊行動。",2021
Motley Armaments,雜亂軍械,"攻擊時，選擇1項。若攻擊側翼或背後，獲得2項：
 • 攻擊骰數量+1，且獲得**致命一擊**。• 防守者在該輪次中失去所有能力。",2021-S03
Mummer's Blade,血戲班利刃,攻擊此回合尚未啟動的敵方單位時，攻擊擲骰前，防守者承受**力竭**。,2021
Names On The List,名單上的名字,每當長距離範圍內的友方單位失去排數，放置1枚號令標記在此卡上。每當此單位執行近戰攻擊，攻擊骰投擲前，你可以從此卡移除1枚號令標記。若你如此做，此次攻擊結束後，殲滅防守者的1個步兵附屬。,2021
Necessary Sacrifices,必要的犧牲,一局遊戲一次，當友方戰鬥單位將要被殲滅時，該單位不會被殲滅，而是保留Ｄ３點傷害。直至此局遊戲結束，該單位視作拉赫洛單位,S04
Negotiator,談判者,"**影響力** *(每當此單位宣告戰術區域時，
將此卡附屬至1個戰鬥單位直至該回合結束)* :
每當亞蓮娜˙馬泰爾影響單位時，選擇1項：
• 當影響敵方單位時，該單位的附屬失去所有能力。
• 當影響敵方單位時，他們不能成為友方的號令目標對象。",2021
Never Do What They Expect,永遠別做他們期待的事。,艾莉亞在遊戲開始時擁有2枚號令標記。任意敵方輪次開始時，你可以從艾莉亞移除1枚號令標記。若你如此做，標記1個友方步兵單位。該單位執行1次佈陣或撤退行動。,2021-S01
Noble’s Wrath,貴族之怒,"• 破甲
• 依據此單位承受的傷害造成+2點命中。",2021
Northern Resilience,北境的韌性,**影響力** *(每當此單位宣告戰術區域時，**將此卡附屬至1個戰鬥單位直至該回合結束)* :當影響單位期間，該單位獲得士氣檢測結果+1，且恐慌檢測失敗-1點傷害。,S04
Oppressive Peacekeeping,威壓維和,當你控制[CROWN]期間，此單位短距離範圍內的敵方單位承受士氣檢測投擲結果－１。,2021
Order: Adaptive Planning,號令：適應性戰術,"任意輪次開始時：
標記長距離範圍內的１個戰鬥單位。將該單位的１枚狀態標記替換成其他任意種類的狀態標記。",2021
Order: Adaptive Style,號令：臨機應變,"**每當此單位攻擊或被攻擊，攻擊骰投擲前:**
選擇1項:
•此單位獲得防禦骰投擲結果+1和恐慌檢測結果+2。
•此次攻擊獲得**致命一擊**和**破甲**。",S04
Order: Battle Plan,號令：作戰計畫,"**任意輪次開始：**
從你的手牌棄置２張戰術卡，並從你的戰術卡堆搜尋１張戰術卡加入你的手中。接著洗勻你的戰術卡堆。",2021
Order: Charging Volley,號令：追獵射擊,"**此單位完成遠距攻擊後:**
此單位對防守者執行1次衝鋒行動。",2021
Order: Counterstrategy,號令：反擊策略,"**當短距離內敵方單位使用號令或是做為戰術卡目標對象時:**
投擲１Ｄ６骰，若為３＋，則取消該號令/戰術卡的效果。",2021
Order: Divide The Spoils,號令：瓜分戰利品,"**任意輪次開始時:**
 標記短距離內的1個友方葛雷喬伊單位。將該單位的1枚劫掠標記移至該單位短距離內另一個友方葛雷喬伊單位。",2021-S03
Order: Drowned God's Blessing,號令：淹神的祝福,"**任意輪次開始時:**
標記1個短距離範圍內的友方葛雷喬伊步兵單位並選擇1項:
•該單位回復2點傷害。
•該單位此輪次可以重擲任意攻擊骰。
•此輪次攻擊該單位的敵方單位承受**脆弱**。",2021
Order: Grisly Example,號令：駭人範例,"**任意輪次開始時:**
該單位承受1點傷害。標記所有短距離內的敵方單位。他們承受**恐慌**。",2021
Order: Hidden Traps,號令：隱藏的陷阱,"**當長距離範圍內未交戰的敵方單位執行任意行動時，結算該行動前:**選擇1項:• 該敵方單位承受1點命中，並依據自身剩餘排數承受+1點命中。
 • 該敵方單位承受-1[MOVEMENT]直至此輪次結束。",2021-S01
Order: Hold The Line!,號令：堅守戰線！,當此單位啟動時：標記１個與之交戰的敵方單位。該單位承受２點命中，並依據此單位剩餘排數造成＋１點命中。,2021-S01
Order: Incite,號令：激勵,"**當此單位執行近戰攻擊時，攻擊骰投擲前：**
此次攻擊獲得**凶狠**，且可以最高骰數進行攻擊。",2021
Order: Just Shares,號令：公正無私,"**任意輪次開始時:**
標記長距離內的1個友方戰鬥單位。將該單位的1枚劫掠標記移至該單位短距離內有劫掠能力的另一個單位上。",2021
Order: King’s Blade,號令：王者之劍,"**此單位被攻擊後:**
從你的戰術卡組或棄牌堆中搜尋1張**怒火燎原!**加入你的手牌中。洗勻你的戰術卡組。",2021
Order: Lannister Supremacy,號令：蘭尼斯特威名,"**敵方對此單位完成近戰攻擊後：**
標記該攻擊者。他們承受1次恐慌檢測，並依據此單位剩餘排數造成投擲結果-1和失敗時+1點傷害。",2021
Order: Laws of the Realm,號令：王國的法律,"**當短距離的敵方進行攻擊，攻擊骰投擲前:**
該敵方的攻擊骰視作-1排數。若他們僅剩1排，則是承受**脆弱**。",2021
Order: Mark Target,號令：標記目標,"**友方輪次開始時：**
標記長距離且視線範圍內的1個敵方單位。該單位承受**脆弱**。",2021
Order: Martial Training,號令：軍事訓練,"**當此單位執行近戰攻擊，攻擊骰投擲前：**
此次攻擊可以重投任意攻擊骰且敵方防禦單位承受**脆弱**。",2021
Order: Noble's Bolster,號令：貴族的支持,"**當長距離範圍內的友方單位將要獲得狀態標記時:**
他們不會獲得該狀態標記。",S04
Order: Overrun,號令：勢不可當,"**當此單位高歌猛進時：**
該單位可以改為執行1次衝鋒或行軍行動。",S04
Order: Overwatch,號令：守望先鋒,"**敵方在此單位的長距離且視野範圍內結束行軍或佈陣行動時：**
此單位對該敵方單位執行1次遠距攻擊。",2021
Order: Pit Fighter Rage,號令：奴隸鬥士的怒火,"**當此單位執行近戰攻擊，攻擊骰投擲前:**
防守者承受**脆弱**、**恐慌**，以及**力竭**。
此次攻擊結束後，攻擊者承受2點傷害。",2021
Order: Queen’s Blade,號令:后冠之劍,**當短距離範圍內的１個友方拉赫洛單位被攻擊時，攻擊骰投擲前：**從你的戰術牌堆或是棄牌堆中搜尋１張**拜拉席恩正義**加入你的手牌。洗勻你的戰術牌堆。,2021-S02
Order: Quick Fire,號令：快速射擊,"**此單位完成佈陣或撤退行動後：**
此單位可以執行1次遠距攻擊。",2021
Order: Raven Flock,號令：群鴉擾敵,"**當長距離範圍內的敵方單位執行攻擊行動，結算該行動前：**
該次攻擊承受命中結果-1。",S04
Order: Ready! Aim! Release!,號令：準備! 瞄準! 放箭!,**當敵方對此單位執行衝鋒行動，在該衝鋒行動結算前：**若是從正面衝鋒，此單位用最低骰數對該敵方單位執行1次遠距攻擊。,2021-S01
Order: Reckless Heroism,號令：魯莽的英雄主義,"當此單位執行衝鋒行動，
結算該行動前：
此單位承受Ｄ３點傷害，但衝鋒骰距離骰結果視作擲出６。",2021
Order: Resilience,號令：韌性,"**當敵方對此單位執行攻擊時，攻擊骰投擲後：**
此單位每2點未格擋的命中僅會承受1點傷害。",S04
Order: Scavenge,號令：撿拾裝備,"**當敵方對此單位完成攻擊後:**
此單位獲得1枚劫掠標記。",2021
Order: Scout Openings,號令：探路斥侯,"**友方輪次開始時：**
選擇長距離範圍內的1個敵方單位。直至該輪次結束，友方單位對該敵方單位的攻擊可以重投任意攻擊骰且獲得**精準**。",2021
Order: Sentinel,號令：戒哨,"**長距離範圍內的另一個友方單位被攻擊後：**
此單位執行1次衝鋒或佈陣行動。若是衝鋒，對象目標必須是攻擊者。",2021
Order: Set an Example,號令:殺雞儆猴,"**任意輪次開始時：**
標記所有短距離範圍內的敵方單位。他們承受恐慌。投擲１Ｄ６骰，擲出６的結果，殲滅席恩。",2021
Order: Set for Charge,號令：戒備衝鋒,"**當此單位被從正面或側翼成功衝鋒後：**
若此單位未與其他敵方單位接戰，此單位可以在攻擊單位結算近戰攻擊行動前對其執行1次近戰攻擊。",2021
Order: Shield Wall,號令：盾牆,"**當敵方單位對此單位執行進戰攻擊時，**
防禦骰投擲後：
若此單位是被從正面或側翼攻擊，依據此單位剩餘排數格擋+1點命中。",2021
Order: Shieldwall,號令：盾牆,"**當敵方單位對此單位執行進戰攻擊時，**
防禦骰投擲後：
若此單位是被從正面或側翼攻擊，依據此單位剩餘排數格擋+1點命中。",2021
Order: Sow Discord,號令：挑撥離間,"**任意輪次開始時：**
選擇長距離範圍內的1個敵方單位。該單位承受1次士氣檢測，每被殲滅1排則投擲結果-1。
若失敗，該單位失去所有的能力直至該回合結束。",2021
Order: Spread Fear,號令：散播恐懼,"**當與此單位交戰的敵方單位恐慌檢測失敗時：**
標記此單位長距離內的另１個敵方單位。
該單位承受１次恐慌檢測，且依據此單位的剩餘排數造成投擲結果-1。
若失敗，承受＋１點傷害。",2021
Order: Stark Fury,號令：史塔克之怒,"**當此單位執行近戰攻擊，攻擊骰投擲前:**
此次攻擊獲得**致命一擊**和**破甲**。
此次攻擊完成後，此單位承受2點傷害，依據自身折損排數，-1點傷害。",2021
Order: Stay At Your Posts!,號令：堅守你的岡位!,**當短距離範圍內的友方單位通過士氣檢測時:**該單位回復1點傷害，依據殲滅排數回復+1點傷害。,2021-S03
Order: Strange Relics,號令：奇異的古物,"**當此單位啟動時:**
此單位承受1點傷害。標記長距離內的1個敵方單位。他們承受1枚狀態標記。",2021
Order: Superior Flanking,號令：側翼優勢,"**當長距離內的友方單位執行攻擊，攻擊骰投擲前：**
若是攻擊防禦者的側翼或背後，防禦者承受**恐慌**和**脆弱**。",2021
Order: Supply Aid,號令：緊急增援,"**友方輪次開始時：**
此單位承受至多３點傷害。長距離範圍內的另１個友方單位回復１＋等量的傷害。",2021
Order: Swift Retreat,號令：快速撤退,"**當敵方對此單位完成近戰攻擊後：**
此單位可以執行1次撤退行動。",2021
Order: Tactical Reposition,號令：戰術就位,"**敵方輪次開始時：**
選擇短距離範圍內的1個友方單位。
該單位執行位移3吋。",2021
Order: Taking a New Name,號令:選擇一個新的名字,"**任意友方輪次開始時：**
將此附屬殲滅，並用1個已被殲滅的步兵替代之。
該附屬獲得**號令：選擇一個新的名字**。並視作此回合已經使用過。",2021
Order: Taunt,號令：嘲諷,**當長距離範圍內的敵方戰鬥單位啟動時：**若該敵方單位可以攻擊或衝鋒此單位，但此輪次宣告了攻擊或衝鋒此單位以外的其他行動，執行行動前，該敵方承受**脆弱**和**力竭**。,2021-S03
Order: Thenn Supremacy,號令：瑟恩人的威名,"**敵方對此單位完成近戰攻擊後：**
標記該攻擊者。他們承受1次恐慌檢測，並依據此單位剩餘排數造成投擲結果-1和失敗時+1點傷害。",2021
Order: Threaten,號令：威嚇,**友方輪次開始時：**標記1個長距離且視線範圍內的敵方單位。該單位承受**力竭**。,2021-S03
Order: To The Last!,號令：至死方休！,"**當此單位即將被殲滅時:**
此單位執行1次士氣檢測。若成功，此單位不會被殲滅而是保留1點傷害在場上，接著承受**恐慌**和**脆弱**。",2021
Order: Trapper's Tools,號令：捕獵者之械,"**任意輪次開始時:**
標記1個此單位短距離且視線範圍內的敵方單位。他們承受**脆弱**或**力竭**。若此單位有2枚劫掠標記，則是承受2項。",S04
Order: Trophy Collecting,號令：蒐集戰利品,**當響骨衣的指揮官戰術卡附屬到友方單位時:**搜尋你的戰術卡堆或棄牌堆中的1張響骨衣指揮官戰術卡然後加入到此單位。洗勻你的戰術卡堆。,2021-S03
Order: Unsuspecting Charge,號令：決絕衝鋒,"**當長距離內的友方單位啟動時:**
該單位此輪次不能夠成為敵方的號令或戰術卡目標對象。該單位此輪次必須要執行衝鋒行動。",2021
Order: War Cry,號令：戰吼,**友方輪次開始時：**此單位執行１次士氣檢測。若成功，標記１個長距離範圍內的敵方單位。該單位承受**恐慌**或**脆弱**。,2021-S02
Orders of the Crown (Cortnay Penrose),王權號令,"每當友方NCU宣告[CROWN]時，
你可以將該戰術區域效果替換成：
*柯塔奈‧龐洛斯的單位執行１次佈陣或是行軍行動。*",2021
Orders of the Crown (Joffrey Baratheon),王權號令,"每當友方NCU宣告[CROWN]時，你可以將該戰術區域效果替換成：
*喬佛里•拜拉席恩的單位執行１次佈陣或是行軍行動。*",2021-S02
Orders of the Crown (Preston Greenfield),王權號令,"每當友方NCU宣告[CROWN]時，
你可以將該戰術區域效果替換成：
*普列斯頓•格林菲爾的單位執行１次佈陣或是行軍行動。*",2021
Outflank,側翼包圍,你可以將此單位放在戰場的一旁而非將其部屬*(作為備用)*。任意回合開始時，若你不是先手玩家，你可以在友方部屬區或側翼桌緣的短距離內部屬1個未啟動的備用單位。,2021-S02
Outrider’s Bow,先鋒之弓,若此單位此輪次沒有使用騎兵的能力進行佈陣，此次攻擊獲得**精準**，命中結果+1，且變為[LONGRANGE] 。,2021-S03
Pathfinder,探路者,此單位忽略危險、阻礙、崎嶇等地形關鍵字。,2021
Perseverance and Valor,毅力與勇氣,每當此單位執行近戰攻擊，攻擊骰投擲前，其回復1點傷害。,2021
Pirate's Blades,海盜利刃,"•**致命一擊**
•若此單位有2枚劫掠標記，此單位總是可以投擲最高攻擊數。
•近戰攻擊結束後，此單位依據擁有的劫掠標記回復1點傷害。",S04
Playing The Game,光明正大,"瑟曦在遊戲開始時有2枚號令標記。
每當瑟曦宣告戰術區域，你可以移除她的1枚號令標記。
若你如此做，依據下述執行:
若你控制[CROWN]，搜尋你的戰術卡堆或棄牌堆中的1張**聽我怒吼!**戰術卡加入你的手牌中。洗勻你的戰術卡堆。
若你控制[MONEY]，搜尋你的戰術卡堆或棄牌堆中的1張**強權征服**戰術卡加入你的手牌中。洗勻你的戰術卡堆。",2021
Poisoned Gifts,劇毒禮物,若此單位是葛雷喬伊家族單位，部屬時放置2枚劫掠標記。當此單位執行行動時，結算該行動前，承受1點傷害。,2021-S03
Poisoned Tridents,劇毒三叉戟,"攻擊骰投擲前，選擇1項：
˙防禦者承受力竭。
˙將1張澤地毒藥卡附加到防禦者上。",2021
Precision,精準,此單位近戰攻擊獲得**精準**。,2021
Predator's Instincts,掠食者本能,"每當此單位衝鋒時，其擲出的1或2將會承受散漫衝鋒。
當此模型連結的易形者單位衝鋒此單位時，他們可以重擲任意衝鋒距離骰。",2021
Prey On Fear,蠶食恐懼,每當與此單位交戰的敵方單位恐檢測失敗時，此單位回復2點傷害。,2021
Price of Honor,榮譽的代價,任意輪次開始時，你可以殲滅艾德。若你如此做，標記1個敵方NCU。該NCU不能啟動且失去所有能力直至該回結束。,2021-S03
Protection of the Crown,皇冠的守護者,你控制[CROWN]期間，每當此單位被攻擊時，可以重擲任意防禦骰。,2021
Proxy Orders,代理號令,"每當道朗‧馬泰爾宣告一個戰術區域，你可以將該戰術區域效果替換成：
*選擇1項：
•阿利歐•何塔的單位可以轉向並且執行1次行軍行動。
•阿利歐•何塔的單位可以執行1次撤退行動。*",S04
Pulling Weeds,斬草除根,"每當奧蓮娜宣告戰術區域，標記１個敵方ＮＣＵ並選擇１項：
‧該ＮＣＵ失去所有能力直至此回合結束。
‧若ＮＣＵ該回合有宣告戰術格，
在結算戰術區域效果前，標記１個敵方戰鬥單位。該單位承受Ｄ３點命中，且承受**力竭**。",2021
Pummeling Fists,暴拳亂擊,"•**致命一擊**
•**破甲**",2021
Queen's Blade,后冠之劍,當你的對手沒有控制 [CROWN]期間，你的對手不能消費此單位的**脆弱**和**恐慌**標記。,S04
Queen's Influence,女王的影響力,"托曼在遊戲開始時擁有2枚號令標記。
每當托曼宣告戰術區域，你可以移除他的1枚號令標記，若你如此做，依據下述執行:
若你控制[CROWN]，搜尋你的戰術卡堆或棄牌堆中的1張**陰謀詭計**戰術卡加入你的手牌中。洗勻你的戰術卡堆。
若你控制[MONEY]，搜尋你的戰術卡堆或棄牌堆中的1張**賄賂**戰術卡加入你的手牌中。洗勻你的戰術卡堆。",S04
